Curs acadèmic,Any,Codi Oferta,Nom de l’Oferta,Tipus d’estudi,Sigles Universitat responsable,Via d’accés,Nota de tall,Municipi,Nombre de places
2023-2024,2023,4263,Estudis Anglesos / Llengües Aplicades i Traducció (simultaneïtat),Grau,UdL,Pau/cfgs/FP,8.690,Lleida,10
2023-2024,2023,4265,Filologia Hispànica / Llengües Aplicades i Traducció (simultaneïtat),Grau,UdL,Pau/cfgs/FP,5.000,Lleida,10
2023-2024,2023,4266,Filologia Catalana i Estudis Occitans / Llengües Aplicades i Traducció (simultaneïtat),Grau,UdL,Pau/cfgs/FP,5.000,Lleida,10
2023-2024,2023,4274,Ciències de l'Activitat Física i de l'Esport / Fisioteràpia (simultaneïtat),Grau,URV,Pau/cfgs/FP,5.000,Amposta/Tortosa,10
2023-2024,2023,4296,Conservació de la Natura / Enginyeria Forestal (simultaneïtat),Grau,UdL,Pau/cfgs/FP,5.000,Lleida,25
2023-2024,2023,4339,Ciències Biomèdiques,Grau,UB,Pau/cfgs/FP,12.377,Barcelona/L'Hospitalet de Llobregat,165
2023-2024,2023,4365,Ciències de l'Antiguitat,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2023-2024,2023,4367,"Geografia, Medi Ambient i Planificació Territorial",Grau,UAB,Pau/cfgs/FP,5.194,Cerdanyola del Vallès,60
2023-2024,2023,4369,Enginyeria Biomèdica,Grau,UdG,Pau/cfgs/FP,10.600,Girona,40
2023-2024,2023,4370,"Administració i Direcció d'Empreses ""IGEMA""",Grau,URV,Pau/cfgs/FP,5.000,Barcelona,80
2023-2024,2023,4373,Educació Primària (modalitat dual),Grau,UdL,Pau/cfgs/FP,8.182,Lleida,95
2023-2024,2023,4374,"Geografia, Anàlisi Territorial i Sostenibilitat",Grau,URV,Pau/cfgs/FP,5.000,Vila-Seca,35
2023-2024,2023,4402,Matemàtica Computacional i Analítica de Dades,Grau,UAB,Pau/cfgs/FP,11.854,Cerdanyola del Vallès,40
2023-2024,2023,4404,Gestió en Turisme i Hoteleria,Grau,URV,Pau/cfgs/FP,5.000,Vila-Seca,75
2023-2024,2023,4412,Enginyeria de Dades,Grau,UAB,Pau/cfgs/FP,10.386,Cerdanyola del Vallès,60
2023-2024,2023,4413,Relacions Internacionals,Grau,UAB,Pau/cfgs/FP,11.654,Cerdanyola del Vallès,50
2023-2024,2023,4449,"Dret ""ESERP""",Grau,UVic,Pau/cfgs/FP,5.000,Barcelona,80
2023-2024,2023,4450,"Criminologia ""ESERP""",Grau,UVic,Pau/cfgs/FP,5.608,Barcelona,40
2023-2024,2023,4470,Enginyeria de Ciències Agronòmiques,Grau,UPC,Pau/cfgs/FP,5.012,Castelldefels,55
2023-2024,2023,4474,Ciències i Tecnologies del Mar,Grau,UPC,Pau/cfgs/FP,7.618,Barcelona/Castelldefels/Vilanova i la Geltrú,60
2023-2024,2023,4475,Enginyeria Electrònica de Telecomunicació,Grau,UPC,Pau/cfgs/FP,9.872,Barcelona,50
2023-2024,2023,4477,Ciències i Tecnologies Aplicades a l'Esport i al Fitnes,Grau,UPC,Pau/cfgs/FP,5.000,Barcelona,80
2023-2024,2023,4490,"Filosofia, Política i Economia",Grau,UPF,Pau/cfgs/FP,12.368,Barcelona/Cerdanyola del Vallès,30
2023-2024,2023,4492,Química (docència en Anglès),Grau,URV,Pau/cfgs/FP,7.830,Tarragona,30
2023-2024,2023,4493,Criminologia / Dret (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.874,Barcelona,20
2023-2024,2023,4494,Dret / Relacions Laborals (simultaneïtat),Grau,UB,Pau/cfgs/FP,9.496,Barcelona,20
2023-2024,2023,4495,"Enginyeria d'Organització Industrial / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""Tecnocampus"" (agrupació)",Grau,UPF,Pau/cfgs/FP,6.045,Mataró,75
2023-2024,2023,4498,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (simultaneïtat),Grau,UdL,Pau/cfgs/FP,8.468,Lleida,35
2023-2024,2023,4499,Ciències de l'Activitat Física i de l'Esport / Educació Primària (simultaneïtat),Grau,UdL,Pau/cfgs/FP,5.000,Lleida,30
2023-2024,2023,4500,Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (inclou xarxes i Internet) (febrer) (agrupació),Grau,UPC,Pau/cfgs/FP,5.876,Castelldefels,20
2023-2024,2023,4502,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Economia (semipresencial)",Màster Universitari,URV,Titulats universitaris,7.390,Tarragona,15
2023-2024,2023,4503,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Administració d'Empreses (semipresencial)",Màster Universitari,URV,Titulats universitaris,7.300,Tarragona,15
2023-2024,2023,4504,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Física - Química (semipresencial)",Màster Universitari,URV,Titulats universitaris,6.900,Tarragona,15
2023-2024,2023,4505,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Biologia - Geologia (semipresencial)",Màster Universitari,URV,Titulats universitaris,7.800,Tarragona,15
2023-2024,2023,4507,"Administració i Direcció d'Empreses ""EUNCET"" / Màrqueting i Comunicació Digital ""EUNCET"" (simultaneïtat)",Grau,UPC,Pau/cfgs/FP,6.482,Terrassa,40
2023-2024,2023,4508,Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica (agrupació),Grau,UdL,Pau/cfgs/FP,5.316,Lleida,110
2023-2024,2023,4509,Enginyeria en Organització Industrial i Logística / Enginyeria Química (agrupació),Grau,UdL,Pau/cfgs/FP,5.000,Igualada,50
2024-2025,2024,4222,Medicina,Grau,UVic-UCC,Pau/cfgs/FP,11.984,Vic,115
2023-2024,2023,4543,Ciència Política i Gestió Pública / Sociologia (simultaneïtat),Grau,UAB,Pau/cfgs/FP,9.596,Cerdanyola del Vallès,20
2023-2024,2023,4556,"Logística Empresarial ""Mediterrani""",Grau,UdG,Pau/cfgs/FP,5.000,Barcelona,50
2023-2024,2023,4559,Llengües Aplicades / Traducció i Interpretació -Anglès- (simultaneïtat),Grau,UPF,Pau/cfgs/FP,11.950,Barcelona,15
2023-2024,2023,4560,Llengües Aplicades,Grau,UPF,Pau/cfgs/FP,5.000,Barcelona,60
2023-2024,2023,4561,Traducció i Interpretació -Anglès-,Grau,UPF,Pau/cfgs/FP,5.000,Barcelona,85
2023-2024,2023,4562,Traducció i Interpretació -Alemany / Francès / Llengua de Signes Catalana-,Grau,UPF,Pau/cfgs/FP,5.000,Barcelona,70
2023-2024,2023,4563,Comunicació de les Organitzacions,Grau,UAB,Pau/cfgs/FP,9.594,Cerdanyola del Vallès,60
2023-2024,2023,4565,Gestió d'Informació i Documentació Digital,Grau,UB,Pau/cfgs/FP,7.000,Barcelona,60
2023-2024,2023,4571,"Enginyeria en Energies Renovables i Eficiència Energètica ""EU Salesiana de Sarrià""",Grau,UAB,Pau/cfgs/FP,5.342,Barcelona,30
2023-2024,2023,4572,Comunicació Interactiva,Grau,UAB,Pau/cfgs/FP,8.604,Cerdanyola del Vallès,60
2023-2024,2023,4574,Estadística Aplicada,Grau,UAB,Pau/cfgs/FP,9.548,Cerdanyola del Vallès,40
2023-2024,2023,4575,Estadística Aplicada / Sociologia (simultaneïtat),Grau,UAB,Pau/cfgs/FP,8.698,Cerdanyola del Vallès,20
2023-2024,2023,4576,Estudis Àrabs i Hebreus,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,40
2023-2024,2023,4634,Paisatgisme,Grau,UPC,Pau/cfgs/FP,6.431,Barcelona/Castelldefels,50
2023-2024,2023,4635,Administració i Direcció d'Empreses / Sociologia (simultaneïtat),Grau,UB,Pau/cfgs/FP,9.842,Barcelona,20
2023-2024,2023,4636,Arquitectura Tècnica i Edificació (semipresencial),Grau,UdG,Pau/cfgs/FP,7.770,Girona,15
2023-2024,2023,4637,"Màrqueting ""ESIC"" (docència en Anglès)",Grau,URV,Pau/cfgs/FP,5.000,Barcelona,45
2023-2024,2023,4641,Enginyeria Biomèdica / Enginyeria de Sistemes i Serveis de Telecomunicacions (simultaneïtat),Grau,URV,Pau/cfgs/FP,10.488,Tarragona,10
2023-2024,2023,4663,"Publicitat, Relacions Públiques i Màrqueting",Grau,UB,Pau/cfgs/FP,8.802,Barcelona,150
2023-2024,2023,4669,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengües Estrangeres (Francès, Alemany i Italià) (presencial)",Màster Universitari,UB,Titulats universitaris,5.000,Barcelona,30
2023-2024,2023,4670,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyaments d'Idiomes - Especialitat en Anglès (semipresencial)",Màster Universitari,UVic,Titulats universitaris,7.320,Vic,30
2023-2024,2023,4700,"Estudis d'Espanyol i Xinès: Llengua, Literatura i Cultura",Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,40
2023-2024,2023,4703,"Enginyeria d'Automoció ""EU Salesiana de Sarrià""",Grau,UAB,Pau/cfgs/FP,6.915,Barcelona,50
2023-2024,2023,4704,Enginyeria Ambiental,Grau,UPC,Pau/cfgs/FP,8.742,Barcelona/Castelldefels,60
2023-2024,2023,4705,Òptica i Optometria,Grau,UPC,Pau/cfgs/FP,7.889,Terrassa,90
2023-2024,2023,4706,Filologia Catalana: Estudis de Literatura i Lingüística,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,40
2023-2024,2023,4711,Infermeria,Grau,UdG,Pau/cfgs/FP,10.683,Girona,190
2023-2024,2023,4712,Enginyeria Civil,Grau,UPC,Pau/cfgs/FP,8.012,Barcelona,120
2023-2024,2023,4713,Comunicació Audiovisual,Grau,UB,Pau/cfgs/FP,11.514,Barcelona,45
2023-2024,2023,4714,Ciències,Grau,UAB,Pau/cfgs/FP,9.010,Cerdanyola del Vallès,15
2023-2024,2023,4744,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Matemàtiques (presencial)",Màster Universitari,UAB,Titulats universitaris,5.755,Cerdanyola del Vallès,60
2023-2024,2023,4748,Arqueologia / Història (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.296,Barcelona,20
2023-2024,2023,4749,Administració i Direcció d'Empreses / Química (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.698,Barcelona,20
2023-2024,2023,4750,Comunicació Audiovisual / Gestió d'Informació i Documentació Digital (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.886,Barcelona,20
2023-2024,2023,4752,Administració i Direcció d'Empreses,Grau,UdL,Pau/cfgs/FP,7.706,Igualada,40
2023-2024,2023,4753,Enginyeria de l'Energia i Sostenibilitat / Enginyeria Mecànica (simultaneïtat),Grau,UdL,Pau/cfgs/FP,9.622,Lleida,10
2023-2024,2023,4757,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (simultaneïtat),Grau,URV,Pau/cfgs/FP,8.340,Tortosa,10
2023-2024,2023,4761,Història,Grau,URV,Pau/cfgs/FP,5.000,Tarragona,45
2023-2024,2023,4762,Història de l'Art i Arqueologia,Grau,URV,Pau/cfgs/FP,6.918,Tarragona,30
2023-2024,2023,4764,Ciències de l'Activitat Física i de l'Esport / Educació Primària (menció en Educació Física) (simultaneïtat),Grau,UVic,Pau/cfgs/FP,5.000,Vic,40
2023-2024,2023,4768,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Música (presencial)",Màster Universitari,UAB,Titulats universitaris,5.000,Cerdanyola del Vallès,30
2024-2025,2024,3953,Arquitectura Tècnica i Edificació,Grau,UPC,Pau/cfgs/FP,8.006,Barcelona,160
2023-2024,2023,4786,Estudis Globals (Només per a estudiants amb uns estudis de batxillerat o equivalent que NO pertanyin a sistemes educatius de la Unió Europea ni d'altres estats amb acords de reciprocitats),Grau,UPF,Pau/cfgs/FP,5.000,Barcelona,30
2023-2024,2023,4825,Estudis Anglesos,Grau,UAB,Pau/cfgs/FP,6.996,Cerdanyola del Vallès,80
2023-2024,2023,4828,Llengua i Literatura Espanyoles,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2023-2024,2023,4833,Belles Arts,Grau,UB,Pau/cfgs/FP,8.759,Barcelona,300
2023-2024,2023,4835,"Ciència, Tecnologia i Humanitats",Grau,UAB,Pau/cfgs/FP,6.152,Cerdanyola del Vallès,15
2023-2024,2023,4836,Conservació - Restauració de Béns Culturals,Grau,UB,Pau/cfgs/FP,8.355,Barcelona,50
2023-2024,2023,4837,"Història, Política i Economia Contemporànies",Grau,UAB,Pau/cfgs/FP,9.096,Cerdanyola del Vallès,60
2023-2024,2023,4838,Intel·ligència Artificial,Grau,UPC,Pau/cfgs/FP,11.862,Barcelona,50
2023-2024,2023,4841,"Enginyeria de Disseny Industrial ""ELISAVA""",Grau,UVic,Pau/cfgs/FP,5.138,Barcelona,90
2023-2024,2023,4842,"Disseny i Innovació ""ELISAVA""",Grau,UVic,Pau/cfgs/FP,6.238,Barcelona,175
2023-2024,2023,4852,Enginyeria Matemàtica i Física,Grau,URV,Pau/cfgs/FP,12.168,Tarragona,20
2023-2024,2023,4855,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (docència en anglès) (semipresencial)",Màster Universitari,UIC,Titulats universitaris,5.000,Sant Cugat del Vallès,30
2023-2024,2023,4856,"Comunicació Audiovisual i Multimèdia ""ERAM"" (docència en Anglès)",Grau,UdG,Pau/cfgs/FP,6.134,Salt,20
2023-2024,2023,4859,"Administració i Direcció d'Empreses / Màrqueting ""ESIC"" (simultaneïtat)",Grau,URV,Pau/cfgs/FP,9.172,Barcelona/Reus,10
2023-2024,2023,4860,"Administració i Direcció d'Empreses / Màrqueting ""ESIC"" (simultaneïtat)",Grau,URV,Pau/cfgs/FP,7.468,Barcelona/Tortosa,10
2023-2024,2023,4862,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Matemàtiques (semipresencial)",Màster Universitari,UAO,Titulats universitaris,6.410,Barcelona,22
2023-2024,2023,4863,Administració i Direcció d'Empreses / Enginyeria en Organització Industrial i Logística (simultaneïtat),Grau,UdL,Pau/cfgs/FP,7.167,Igualada,10
2023-2024,2023,4865,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química / Enginyeria de Recursos Minerals i el seu Reciclatge (agrupació),Grau,UPC,Pau/cfgs/FP,6.979,Manresa,180
2023-2024,2023,4871,Medicina,Grau,UPF,Pau/cfgs/FP,12.980,Barcelona,64
2023-2024,2023,4872,Educació Primària (modalitat Bilingüe),Grau,UdL,Pau/cfgs/FP,7.362,Lleida,30
2023-2024,2023,4873,"Negoci Digital i Innovació en Turisme ""CETT""",Grau,UB,Pau/cfgs/FP,5.000,Barcelona,80
2023-2024,2023,4875,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyaments d'Idiomes - Especialitat en Música (semipresencial)",Màster Universitari,UVic,Titulats universitaris,6.700,Vic,30
2023-2024,2023,4877,Ciències de l'Activitat Física i de l'Esport,Grau,UdL,Pau/cfgs/FP,5.988,La Seu d'Urgell,40
2023-2024,2023,4887,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (presencial)",Màster Universitari,UB,Titulats universitaris,6.720,Barcelona,45
2023-2024,2023,4888,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (semipresencial)",Màster Universitari,URV,Titulats universitaris,6.260,Tarragona,30
2023-2024,2023,4889,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (semipresencial)",Màster Universitari,UIC,Titulats universitaris,5.000,Sant Cugat del Vallès,30
2023-2024,2023,4890,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (presencial)",Màster Universitari,UAB,Titulats universitaris,8.000,Cerdanyola del Vallès,30
2023-2024,2023,4891,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyaments d'Idiomes - Especialitat en Llengua i Literatura Castellana (semipresencial)",Màster Universitari,UVic,Titulats universitaris,7.040,Vic,10
2023-2024,2023,4892,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (presencial)",Màster Universitari,UdG,Titulats universitaris,5.000,Girona,30
2023-2024,2023,4893,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (semipresencial)",Màster Universitari,UAO,Titulats universitaris,5.000,Barcelona,11
2023-2024,2023,4897,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (presencial)",Màster Universitari,UAB,Titulats universitaris,5.000,Cerdanyola del Vallès,30
2023-2024,2023,4898,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (presencial)",Màster Universitari,UB,Titulats universitaris,5.000,Barcelona,45
2023-2024,2023,4990,"Enginyeria Informàtica, Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a)",Grau,UPC,Pau/cfgs/FP,11.726,Barcelona,40
2023-2024,2023,4899,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyaments d'Idiomes - Especialitat en Llengua i Literatura Catalana (semipresencial)",Màster Universitari,UVic,Titulats universitaris,7.550,Vic,20
2023-2024,2023,4900,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (semipresencial)",Màster Universitari,URV,Titulats universitaris,7.110,Tarragona,30
2023-2024,2023,4901,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (presencial)",Màster Universitari,UdG,Titulats universitaris,5.000,Girona,30
2023-2024,2023,4902,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (semipresencial)",Màster Universitari,UIC,Titulats universitaris,5.000,Sant Cugat del Vallès,30
2023-2024,2023,4903,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (semipresencial)",Màster Universitari,UAO,Titulats universitaris,5.000,Barcelona,11
2023-2024,2023,4910,Economia,Grau,UB,Pau/cfgs/FP,8.894,Barcelona,300
2023-2024,2023,4911,Intel·ligència Artificial / Artificial Intelligence (docència en Anglès),Grau,UAB,Pau/cfgs/FP,10.841,Cerdanyola del Vallès,40
2023-2024,2023,4918,"Direcció i Gestió d'Empreses en l'Àmbit Digital ""ESIC""",Grau,URV,Pau/cfgs/FP,5.000,Barcelona,50
2023-2024,2023,4919,Relacions Laborals i Recursos Humans,Grau,URV,Pau/cfgs/FP,6.804,Tarragona,65
2023-2024,2023,4921,Biomedicina,Grau,UVic,Pau/cfgs/FP,10.878,Vic,50
2023-2024,2023,4930,Estudis d'Anglès i Català,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,30
2023-2024,2023,4931,Estudis d'Anglès i de Clàssiques,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,30
2023-2024,2023,4932,Estudis d'Anglès i Espanyol,Grau,UAB,Pau/cfgs/FP,5.598,Cerdanyola del Vallès,30
2023-2024,2023,4933,Estudis d'Anglès i Francès,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,30
2023-2024,2023,4934,Estudis de Català i Espanyol,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,30
2023-2024,2023,4952,"Belles Arts ""BAU""",Grau,UVic,Pau/cfgs/FP,5.000,Barcelona,80
2023-2024,2023,4954,Enginyeria Informàtica,Grau,UdL,Pau/cfgs/FP,7.760,Igualada,35
2023-2024,2023,4955,Història / Història de l'Art (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.174,Barcelona,20
2023-2024,2023,4956,Economia / Estadística (simultaneïtat),Grau,UB,Pau/cfgs/FP,11.268,Barcelona,20
2023-2024,2023,4957,Dret / Relacions Internacionals (simultaneïtat),Grau,UAB,Pau/cfgs/FP,13.084,Cerdanyola del Vallès,20
2023-2024,2023,4958,"Administració i Direcció d'Empreses ""Centre Universitari EAE"" (semipresencial)",Grau,UPC,Pau/cfgs/FP,5.000,Barcelona,20
2023-2024,2023,4959,"Administració i Direcció d'Empreses ""Centre Universitari EAE"" (docència en Anglès)",Grau,UPC,Pau/cfgs/FP,5.000,Barcelona,40
2023-2024,2023,4960,"Màrqueting i Comunicació Digital ""EAE"" (semipresencial)",Grau,UPC,Pau/cfgs/FP,5.000,Barcelona,15
2023-2024,2023,4961,Turisme / Publicitat i Relacions Públiques (simultaneïtat),Grau,UdG,Pau/cfgs/FP,9.578,Girona,15
2023-2024,2023,4962,Dret / Relacions Laborals i Recursos Humans (simultaneïtat),Grau,URV,Pau/cfgs/FP,8.533,Tarragona,25
2023-2024,2023,4969,"Geografia, Territori i Medi Ambient",Grau,UdG,Pau/cfgs/FP,5.000,Girona,35
2023-2024,2023,4970,"Turisme / Geografia, Territori i Medi Ambient (simultaneïtat)",Grau,UdG,Pau/cfgs/FP,5.000,Girona,10
2023-2024,2023,4972,Història,Grau,UdG,Pau/cfgs/FP,5.000,Girona,55
2023-2024,2023,4973,Comunicació Cultural,Grau,UdG,Pau/cfgs/FP,5.170,Girona,50
2023-2024,2023,4976,Filologia Hispànica,Grau,UdG,Pau/cfgs/FP,5.000,Girona,40
2023-2024,2023,4977,Filologia Catalana,Grau,UdG,Pau/cfgs/FP,5.000,Girona,40
2023-2024,2023,4978,Història de l'Art,Grau,UdG,Pau/cfgs/FP,5.000,Girona,45
2023-2024,2023,4979,Filosofia,Grau,UdG,Pau/cfgs/FP,5.000,Girona,35
2023-2024,2023,4984,"Enginyeria en Tecnologies Aeroespacials, Grau en + Màster Universitari en Enginyeria Aeronàutica (PARS: Enginyer/a Aeronàutic/a)",Grau,UPC,Pau/cfgs/FP,12.712,Terrassa,60
2023-2024,2023,4985,"Enginyeria en Tecnologies Industrials, Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial)",Grau,UPC,Pau/cfgs/FP,9.114,Terrassa,180
2023-2024,2023,4986,"Enginyeria Civil, Grau en + Màster universitari en Enginyeria de Camins, Canals i Ports (PARS: Enginyer/a de Camins, Canals i Ports)",Grau,UPC,Pau/cfgs/FP,10.552,Barcelona,40
2023-2024,2023,4987,"Enginyeria de Tecnologies i Serveis de Telecomunicació, Grau en + Màster Universitari en Enginyeria de Telecomunicació (PARS: Enginyer/a de Telecomunicació)",Grau,UPC,Pau/cfgs/FP,10.616,Barcelona,40
2023-2024,2023,4988,"Enginyeria en Tecnologies Industrials, Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial)",Grau,UPC,Pau/cfgs/FP,10.546,Barcelona,400
2023-2024,2023,4989,"Tecnologies Industrials amb Anàlisi Econòmica, Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial amb Anàlisi Econòmica)",Grau,UPC,Pau/cfgs/FP,12.402,Barcelona,50
2024-2025,2024,4969,"Geografia, Territori i Medi Ambient",Grau,UdG,Pau/cfgs/FP,5.000,Girona,35
2023-2024,2023,4992,"Formació del Professorat de Secundària i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Geografia - Història (semipresencial)",Màster Universitari,UdL,Titulats universitaris,7.300,Lleida,30
2023-2024,2023,4993,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Biologia - Geologia (semipresencial)",Màster Universitari,UIC,Titulats universitaris,7.050,Sant Cugat del Vallès,30
2023-2024,2023,4994,Infermeria,Grau,URV,Pau/cfgs/FP,10.736,el Vendrell/Vilafranca del Penedès,40
2023-2024,2023,4996,Economia / Filosofia (simultaneïtat),Grau,UdG,Pau/cfgs/FP,5.000,Girona,10
2023-2024,2023,5008,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Matemàtiques (semipresencial)",Màster Universitari,UAB,Titulats universitaris,6.640,Cerdanyola del Vallès,60
2023-2024,2023,5014,"Màrqueting i Comunicació Digital ""EUNCET"" (Campus Can Dragó)",Grau,UPC,Pau/cfgs/FP,6.616,Barcelona,30
2023-2024,2023,5016,Geografia i Canvi Global,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,50
2023-2024,2023,5024,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (virtual)",Màster Universitari,UOC,Titulats universitaris,7.290,Barcelona,60
2023-2024,2023,5027,Ciències Ambientals,Grau,UAB,Pau/cfgs/FP,9.546,Cerdanyola del Vallès,60
2023-2024,2023,5028,Nanociència i Nanotecnologia,Grau,UAB,Pau/cfgs/FP,10.774,Cerdanyola del Vallès,65
2023-2024,2023,5033,Arqueologia,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2023-2024,2023,5044,"Disseny i Desenvolupament de Videojocs i Jocs Aplicats ""ENTI""",Grau,UB,Pau/cfgs/FP,6.114,Barcelona,40
2023-2024,2023,5049,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Orientació Educativa (virtual)",Màster Universitari,UOC,Titulats universitaris,7.700,Barcelona,60
2023-2024,2023,5050,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (virtual)",Màster Universitari,UOC,Titulats universitaris,7.920,Barcelona,110
2023-2024,2023,5051,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (virtual)",Màster Universitari,UOC,Titulats universitaris,6.560,Barcelona,40
2023-2024,2023,5052,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Matemàtiques (virtual)",Màster Universitari,UOC,Titulats universitaris,7.650,Barcelona,60
2023-2024,2023,5053,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Tecnologia (virtual)",Màster Universitari,UOC,Titulats universitaris,7.340,Barcelona,60
2023-2024,2023,5054,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Formació i Orientació Laboral (virtual)",Màster Universitari,UOC,Titulats universitaris,7.850,Barcelona,60
