PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
118317;"Centro Cultural Carril del Conde (Hortaleza)";"";"Horario del centro:    De lunes a domingos y festivos, de 9 a 22 horas.  24 y 31 de diciembre, de 9 a 15 horas. 25 de diciembre y 1 de enero, cerrado.   Horario de secretaría:   De lunes a jueves, de 9 a 14 horas y de 17 a 19 horas. Viernes, de 9 a 14 horas.  Junio, julio y agosto, de lunes a viernes, de 9 a 14 horas. Semana Santa, semana de San Isidro, úlitma semana de diciembre y primera semana de enero, de 9 a 14  horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio  Salón de actos / auditorio (288 butacas) 9 aulas Zona wifi Máquinas vending cafés, bebidas y sandwichs";"Metro: Arturo Soria (línea 4)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD";"CARRIL DEL CONDE";"CALLE";"V";"57";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"444520";"4479119";"40.46089499555313";"-3.654366821391548";"917 161 240";"";"cccarrilconde@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1945;"Centro Cultural Casa de Vacas (Retiro)";"";"Horario del centro   De lunes a domingos, de octubre a marzo, de 10 a 21 horas.  De lunes a domingos, de abril a septiembre, de 10 a 21:30 horas.  25 de diciembre y 1 de enero, cerrado.    Horario de secretaría:   De lunes a viernes, de 10 a 14 horas.   Horario de información:    De lunes a domingo, de 10 a 14 y de 16 a 20 horas.";"Sala de exposiciones Salón de actos / auditorio / teatro (aforo 140 personas) Terraza exterior.";"Metro: Retiro (línea 2)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"COLOMBIA";"PASEO";"V";"1";"";"";"";"";"MADRID";"MADRID";"28009";"5";"LOS JERONIMOS";"3";"RETIRO";"441967";"4474495";"40.41906571939961";"-3.684053112760816";"914 092 336";"";"cccasadevacas@madrid.es";"/contenido/entidadesYorganismos/SalasExposiciones"
1925;"Centro Cultural Casa del Reloj (Arganzuela)";"";"Horario del centro:    De lunes a sábados, de 9 a 21 horas. Domingos, de 9 a 14 horas.  Agosto cerrado.   Horario de secretaría:   De lunes a jueves, de 10 a 13 y de 17 a 19 horas. Viernes, de 9 a 14 horas Semana de San Isidro: de lunes a viernes, de 9 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"2 Salas de exposiciones Auditorio: (aforo 265 y 492 personas). 14 aulas. Cafetería.";"Metro: Legazpi (líneas 3, 6)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD";"CHOPERA";"PASEO";"V";"6";"";"";"";"";"MADRID";"MADRID";"28045";"3";"CHOPERA";"2";"ARGANZUELA";"440559";"4471798";"40.39466755008527";"-3.700396761468562";"915 886 118 / 915 886 299";"";"crelojarganzuela@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
4551096;"Centro Cultural Ciudad Pegaso (San Blas - Canillejas)";"";"Horario del centro:    De lunes a domingo, de 9:30 a 14:30 y de 16:30 a 21:30 horas. 24, 25, 31 de diciembre y 1 de enero, cerrado.    Horario de secretaría:   De lunes a jueves, de 10 a 12 horas y de 16:30 a 19 horas. Viernes, de 10 a 12 y de 16:30 a 18 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Salas de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo 132 butacas) 4 aulas Zona wifi";"Consulta los siguientes enlaces:";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD";"SEPTIMA";"AVENIDA";"V";"11";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"449281";"4477704";"40.44844757572015";"-3.598099871155595";"917 415 852";"";"cccpegaso@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
11876732;"Centro Cultural Clara del Rey - Museo ABC (Centro)";"";"Horario del centro:   De lunes a sábado, de 9 a 21 horas.  Del 24 de junio al 31 de julio: de lunes a viernes, de 9 a 14 horas.  Domingos, festivos y agosto cerrado.   Horario de secretaría:   De lunes a jueves, de 9 a 14 horas y de 16 A 18 horas. Viernes, de 9 a 14. Del 24 de junio al 31 de julio, de lunes a viernes, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"6 Aulas Auditorio (aforo 55 personas) Zona wifi Sala de exposiciones. Horario:  Enero a junio y octubre a diciembre, de lunes a sábados de 9 a 21 horas. Domingos cerrado. Julio y septiembrte, de lunes a viernes de 9 a 19:30 horas. Sábados y domingos cerrado.";"Metro: Ventura Rodríguez (línea 3), Plaza de España (líneas 3, 10), San Bernardo (líneas 2, 4)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8afb908d1825810VgnVCM1000001d4a900aRCRD";"AMANIEL";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"439813";"4475439";"40.42741340671151";"-3.7095381101739444";"915 222 823";"";"ccclararey@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
5498725;"Centro Cultural Eduardo Úrculo (Tetuán)";"";"Horario del centro:   De lunes a sábado, de 9:30 a 21:30 horas.  Domingos, festivos y agosto cerrado.   Horario de secretaría:   De lunes a jueves, de 9:30 a 13:30 horas y de 16:30 A 18 horas. Viernes, de 9:30 a 13:30. Julio: de lunes a viernes, de 9:30 a 13:30 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"2 salas de exposiciones. 1 auditorio (aforo 425, incluidos 5 espacios para sillas de ruedas). Salas de ensayo, actualmente ocupadas por compañías residentes. 12 aulas. Zona wifi";"Metro: Ventilla (línea 9)";"";"1,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8f9338588355210VgnVCM1000000b205a0aRCRD";"DONOSO";"PLAZA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28029";"4";"ALMENARA";"6";"TETUAN";"440862";"4480048";"40.46900764611639";"-3.697595691925329";"917 337 249";"";"cceurculo@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
11979985;"Centro Cultural El Plantío (Moncloa - Aravaca)";"";"Horario del centro:   De lunes a viernes, de 9 a 21 horas.  Sábados, domingos, festivos, julio y agosto cerrado.   Horario de secretaría:   De lunes a jueves, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen";"2 aulas para talleres";"Consultar los siguientes enlaces";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=45ef9eebdd647810VgnVCM2000001f4a900aRCRD";"JOSE LOMBANA IGLESIAS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28023";"6";"EL PLANTIO";"9";"MONCLOA-ARAVACA";"430105";"4480358";"40.47096731070447";"-3.8245164150407103";"913 644 191";"";"ccplantio@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1939;"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"";"Horario del centro:    De lunes a viernes, de 9 a 22 horas. Sábados, de 10 a 14 y de 16 a 20 horas. Domingos y festivos, de 10 a 14 horas. Julio, de lunes a viernes de 9 a 15 horas. Sábados, domingos y festivos, de 10 a 14 horas. Agosto, cerrado.   Horario de secretaría:   De lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio: de lunes a viernes, de 9 a 13:45 horas..   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (Aforo teatro: 363 personas) Salas de ensayo 11 aulas Cafetería (en el Centro de Mayores el Pozo) Biblioteca Municipal y Centro Municipal de Mayores Zona wifi";"Cercanías Renfe: El Pozo (línea C2).";"Consulte normas de acceso a los teatros en información relacionada.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"GLORIETAS";"AVENIDA";"V";"19";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"917 866 644";"";"ccptioraimundo@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
11848432;"Centro Cultural Emilia Pardo Bazán (Salamanca)";"";"Todos los horarios del Centro en más información.";"Sala de exposiciones Sala de trabajo y lectura (aforo 63 plazas) Salón de actos / auditorio (aforo 80 plazas) Zona wifi Sala polivalente (aforo 35 personas) Máquinas de café y refrescos";"Metro: Colón (línea 4), Serrano (línea 4)  Aparcamiento: Colón (2), Plaza de Colón";"Horario del centro:   De lunes a viernes, de 8:15 a 21:45 horas. Sábados y domingos, de 10:15 a 21:45 horas Julio, de lunes a domingo, de 8:15 a 20:45 horas Agosto de lunes a domingo, de 8:15 a 19:45 horas Septiembre de lunes a domingo, de 8:15 a 20:45 horas Fetivos cerrado   Horario de secretaría:   De lunes a jueves, de 9 a 14 horas y de 16 a 18 horas. Viernes de 9 a 14 horas. Julio de lunes a viernes, de 9 a 14 horas. Agosto: Cerrado  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc8d531521b74810VgnVCM1000001d4a900aRCRD";"GOYA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441502";"4475253";"40.42585800515975";"-3.689601594290468";"913 052 081";"";"ccemiliapardobazan@madrid.es";"/contenido/entidadesYorganismos/SalasEstudioLectura"
1931;"Centro Cultural Federico Chueca (Hortaleza)";"";"Horario del centro:   De lunes a viernes, de 9 a 22 horas.  24 y 31 de diciembre, de 9 a 15 horas. Sábados, domingos, festivos, julio, agosto, 25 de diciembre y 1 de enero, cerrado.   Horario de secretaría:   De lunes a jueves, de 9 a 14 horas y de 17 a 19 horas. Viernes, de 9 a 14 horas.  Junio, de lunes a viernes, de 9 a 14 horas. Semana Santa, semana de San Isidro, úlitma semana de diciembre y primera semana de enero, de 9 a 14  horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Salón de actos / auditorio: aforo completo 114 plazas. 3 aulas Zona wifi";"Consultar los siguientes enlaces:";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=90573d0b5e71c010VgnVCM1000000b205a0aRCRD";"BENITA AVILA";"CALLE";"V";"23";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"444844";"4479629";"40.465513265035874";"-3.650585652034587";"913 000 389";"";"ccfchueca@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
4703628;"Centro Cultural Fernando Lázaro Carreter (Carabanchel)";"";"Horario del centro:   De lunes a sábado, de 8:45 a 21 horas.Sábados, de 9:45 a 21 horas. Domingos, de 11:45 a 14:45 horas.  Festivos y agosto cerrado.   Horario de secretaría:   De lunes a jueves, de 10 a 13 horas y de 16:30 A 18 horas. Viernes, de 10 a 13 horas.. Julio: de lunes a viernes, de 10 a 13 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo 238 personas) 10 aulas Zona wifi";"Metro: Marqués de Vadillo (línea 5), Plaza Elíptica (línea 6 y 11)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=340ed2d6fe9a6110VgnVCM1000000b205a0aRCRD";"VERDAD";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28019";"2";"OPAÑEL";"11";"CARABANCHEL";"439136";"4471474";"40.39164455403764";"-3.717137582860074";"914 690 895";"";"cclazaro@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
1954;"Centro Cultural Fernando de los Ríos (Latina)";"Información general en el teléfono: 91 719 89 93. Correo electrónico: ccfrios@madrid.es  Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid.";"Horario de verano: durante los meses de julio, agosto y septiembre, de 9 a 21 horas. Cerrado sábados y domingos.   Horarios de apertura:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas y de 16 a 20:30 horas  Horarios de atención al público:  Lunes a Jueves: de 8:30 a 14 horas y de 16 a 18:30 h. Viernes de 8:30 a 14:30 horas.";"Sala de exposiciones. Salón de actos y auditorio con aforo máximo para 194 personas). 11 aulas. Cafetería. Zona WIFI.";"Autobuses de la EMT. Líneas: 25, 31 y 138.";"En la misma sede:   Biblioteca Pública Municipal de Aluche. Sala de Estudio Fernando de los Ríos de la Biblioteca.";"1,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD";"CAMARENA";"CALLE";"V";"10";"";"";"";"B";"MADRID";"MADRID";"28047";"4";"ALUCHE";"10";"LATINA";"435819";"4471933";"40.39552931214334";"-3.7562667464373223";"917 198 930 / 917 198 931 / 917 198 993";"";"ccfrios@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
12205092;"Centro Cultural Fuente de San Pedro - Valderrivas (Vicálvaro)";"";"Horario del centro:   De lunes a viernes de 9 a 21:30 horas. Sábados, domingos y festivos de 9 a 21:00 horas. 24, 25, 31 de diciembre y 1, 6 de enero, cerrado.   Horario de secretaría:   De lunes a jueves de 11 a 15 horas y de 16:30 a 18:30 horas. Viernes de 10 a 15 horas. Julio, de lunes a viernes, de 8:00 a 14:00 horas.";"Sala de exposiciones Sala de estudio y lectura*. (Aforo: 56 puestos) Sala para trabajos en grupo* (Aforo: 24 plazas)   *Cierre de ambas salas a las 21 horas de lunes a viernes y a las 20:30 sábados, domingos y festivos   Salón de actos / Auditorio (Aforo: 176 personas).  Zona wifi.";"";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67d82728d0f1c810VgnVCM2000001f4a900aRCRD";"TITANIO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28032";"3";"VALDERRIVAS";"19";"VICALVARO";"448965";"4472570";"40.40218085880392";"-3.60141148450391";"917 753 200";"";"ccfuentesanpedro@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"
