NOMBRE,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Colegio Mayor Barberán y Collar,Colegio-Mayor-Barberan-y-Collar,,,mixto,Consulta los siguientes enlaces:,,,,,,,,,,No accesible,SENECA,16,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.434.545.397.562.400,-37.331.585.246.591.500,916020300,cmubarberan@mde.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Berrospe,Colegio-Mayor-Berrospe,,,femenino,Metro: Vicente Aleixandre (línea 6).,,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,Accesible,MONCLOA,9,MADRID,MADRID,28003,VALLEHERMOSO,CHAMBERI,4.044.636.760.362.390,-3.716.758.311.138.520,915335900,cmberrospe@berrospe.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Casa Do Brasil,Colegio-Mayor-Casa-Do-Brasil,,,mixto,Metro: Ciudad Universitaria (línea 6).,,,,Metro: Ciudad Universitaria (línea 6),Ciudad Universitaria,6,,,,No accesible,MEMORIA,3,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.043.853.583.084.270,-37.252.915.757.655.100,914551560,sec@casadobrasil.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Chaminade,Colegio-Mayor-Chaminade,,,mixto,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (línea 6 y 7).",,,,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (línea 6 y 7)","Vicente Aleixandre , Guzmán el Bueno","6
7",,,,Accesible,JUAN XXIII,9,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.044.734.637.151.860,-37.177.116.209.853.800,915545400,secretaria@fugjchaminade.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Diego de Covarrubias,Colegio-Mayor-Diego-de-Covarrubias,,,mixto,"Metro: Moncloa (Línea 6), Ciudad Universitaria (Línea 6)",,,,"Metro: Moncloa (Línea 6), Ciudad Universitaria (Línea 6)","Moncloa , Ciudad Universitaria",6,,,,No accesible,SENECA,10,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.043.543.488.509.480,-37.297.224.981.364.500,913941030,cmm@pas.ucm.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Elías Ahúja,Colegio-Mayor-Elias-Ahuja,,,masculino,Metro: Guzman el Bueno (Línea 6),,,,Metro: Guzman el Bueno (Línea 6),Guzman el Bueno,6,,,,No accesible,RECTOR ROYO-VILLANOVA,4,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.045.084.427.289.560,-37.153.019.237.576.600,915337700,info@eliasahuja.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Fundación SEPI,Colegio-Mayor-Fundacion-SEPI,,,mixto,Metro: Vicente Aleixandre (línea 6).,,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,Accesible,GREGORIO DEL AMO,2,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.446.907.485.706.800,-37.188.228.498.669.300,915336812,cmusepi.cm@funep.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Jaime del Amo,Colegio-Mayor-Jaime-del-Amo,,,masculino,"Metro: Vicente Aleixandre (línea 6),",,,,"Metro: Vicente Aleixandre (línea 6),","Vicente Aleixandre ,",6,,,,No accesible,GREGORIO DEL AMO,5,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.044.582.638.073.110,-372.226.686.792.607,915540804,secretaria@jaimedelamo.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Jorge Juan,Colegio-Mayor-Jorge-Juan,,,mixto,Metro: Moncloa (línea 6) y Ciudad Universitaria (línea 6),,,,Metro: Moncloa (línea 6) y Ciudad Universitaria (línea 6),Moncloa  y Ciudad Universitaria,6,,,,No accesible,SENECA,14,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,404.349.249.042.721,-37.317.433.524.081.800,915507100,secretaria@cmjorgejuan.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Juan Luis Vives,Colegio-Mayor-Juan-Luis-Vives,,,mixto,"Metro: Plaza de Castilla (líneas 1, 9 y 10).",,,,"Metro: Plaza de Castilla (líneas 1, 9 y 10)",Plaza de Castilla,"1
9
10",,,,Accesible,FRANCISCO SUAREZ,7,MADRID,MADRID,28036,NUEVA ESPAÑA,CHAMARTIN,4.046.502.029.145.420,-36.845.899.986.944.400,914979900,cmluisvives@uam.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Juan XXIII Roncalli,Colegio-Mayor-Juan-XXIII-Roncalli,,,femenino,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (línea 6), Ciudad Universitaria (línea 6)",,,,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (línea 6), Ciudad Universitaria (línea 6)","Vicente Aleixandre , Guzmán el Bueno , Ciudad Universitaria",6,,,,Accesible,RAMIRO DE MAEZTU,3,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.044.903.948.047.640,-37.180.373.012.857.000,915339408,direccion@roncalli.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Loyola,Colegio-Mayor-Loyola,,,mixto,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7).",,,,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7)","Vicente Aleixandre , Guzmán el Bueno","6
7",,,,Accesible,JUAN XXIII,17,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.045.000.544.910.970,-37.153.887.868.377.800,915340404,secretaria@cmuloyola.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Mara,Colegio-Mayor-Mara,,,femenino,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7).",,,,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7)","Vicente Aleixandre , Guzmán el Bueno","6
7",,,,No accesible,JUAN XXIII,15,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.044.958.307.800.650,-37.160.919.870.624.100,915536604,secretaria@colegiomayormara.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Marqués de la Ensenada,Colegio-Mayor-Marques-de-la-Ensenada,,,mixto,Consultar los siguientes enlaces:,,,,,,,,,,Accesible,SENECA,18,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.043.444.043.139.220,-3.733.543.743.924.680,915497100,info@cmumarquesdelaensenada.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Mater Salvatoris,Colegio-Mayor-Mater-Salvatoris,,,femenino,Consultar los siguientes enlaces:,,,,,,,,,,No accesible,VALDESQUI,3,MADRID,MADRID,28023,VALDEMARIN,MONCLOA-ARAVACA,4.046.404.258.469.890,-37.710.701.028.693.100,913071243,madrid.cmu@matersalvatoris.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Méndel,Colegio-Mayor-Mendel,,,mixto,Metro: Vicente Aleixandre (línea 6).,,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,No accesible,RECTOR ROYO-VILLANOVA,6,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.450.938.406.912.800,-3.716.699.793.684.650,915340700,director@cmmendel.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Moncloa,Colegio-Mayor-Moncloa,,,masculino,"Metro: Guzmán el Bueno (línea 6 y 7), Vicente Aleixandre (línea 6)",,,,"Metro: Guzmán el Bueno (línea 6 y 7), Vicente Aleixandre (línea 6)","Guzmán el Bueno , Vicente Aleixandre","6
7",,,,No accesible,MONCLOA,3,MADRID,MADRID,28003,VALLEHERMOSO,CHAMBERI,4.044.587.627.267.910,-3.715.446.297.968.530,915338500,info@cmmoncloa.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Montalbán,Colegio-Mayor-Montalban,,,masculino,Metro:  Núñez de Balboa (líneas 5 y 9).,,,,Metro:  Núñez de Balboa (líneas 5 y 9),Núñez de Balboa,"5
9",,,,No accesible,DIEGO DE LEON,14,MADRID,MADRID,28006,CASTELLANA,SALAMANCA,40.434.842.602.381.100,-3.684.160.626.397.250,685745752,info@cmmontalban.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Nuestra Señora de África,Colegio-Mayor-Nuestra-Senora-de-africa,,,mixto,Metro: Vicente Aleixandre (línea 6),,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,Accesible,RAMIRO DE MAEZTU,2,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.044.925.799.673.550,-37.171.006.978.828.400,915540104,info.africa@eoi.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Nuestra Señora de Guadalupe,Colegio-Mayor-Nuestra-Senora-de-Guadalupe,,,mixto,Metro: Moncloa (líneas 3 y 6).,,,,Metro: Moncloa (líneas 3 y 6),Moncloa,"3
6",,,,Accesible,SENECA,4,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,404.365.837.060.789,-37.255.298.689.626.700,915435200,info.guadalupe@eoi.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Pío XII,Colegio-Mayor-Pio-XII,,,masculino,Metro: Vicente Aleixandre (línea 6).,,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,No accesible,JUAN XXIII,3,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.044.491.451.422.510,-37.200.680.644.720.500,915141711,info@colegiomayorpioxii.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Poveda,Colegio-Mayor-Poveda,,,femenino,"Metro: Vicente Aleixandre (línea 6), Gúzman el Bueno (líneas 6 y 7).",,,,"Metro: Vicente Aleixandre (línea 6), Gúzman el Bueno (líneas 6 y 7)","Vicente Aleixandre , Gúzman el Bueno","6
7",,,,Accesible,ISAAC PERAL,60,MADRID,MADRID,28040,VALLEHERMOSO,CHAMBERI,40.442.963.646.266.800,-37.190.211.475.612.600,914562589,secretaria@cmppoveda.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Santa María de Europa,Colegio-Mayor-Santa-Maria-de-Europa,,,mixto,"Metro: Islas Filipinas (línea 7), Canal (líneas 2 y 7).",,,,"Metro: Islas Filipinas (línea 7), Canal (líneas 2 y 7)","Islas Filipinas , Canal","7
2",,,,No accesible,CEA BERMUDEZ,17,MADRID,MADRID,28003,ARAPILES,CHAMBERI,40.438.685.506.832.600,-37.091.237.782.947.600,913946646,ccmm@ucm.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Santa María del Pino,Colegio-Mayor-Santa-Maria-del-Pino,,,femenino,Metro: Islas Filipinas (línea 7),,,,Metro: Islas Filipinas (línea 7),Islas Filipinas,7,,,,Accesible,SAN FRANCISCO DE SALES,13,MADRID,MADRID,28003,VALLEHERMOSO,CHAMBERI,4.044.040.601.048.900,-37.162.462.206.445.700,915432409,secretaria@colegiomayorpino.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Santa Mónica,Colegio-Mayor-Santa-Monica,,,femenino,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7).",,,,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7)","Vicente Aleixandre , Guzmán el Bueno","6
7",,,,No accesible,JUAN XXIII,19,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.045.035.239.946.320,-37.146.291.167.019.000,915333001,secretaria@cmumonica.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Santa Teresa de Jesús,Colegio-Mayor-Santa-Teresa-de-Jesus,,,mixto,Consulta los siguientes enlaces:,,,,,,,,,,Accesible,SENECA,12,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.043.522.158.947.950,-3.730.558.119.606.540,913941008,,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Somosierra,Colegio-Mayor-Somosierra,,,femenino,"Metro: Concha Espina (línea 9), Colombia (líneas 8 y 9).",,,,"Metro: Concha Espina (línea 9), Colombia (líneas 8 y 9)","Concha Espina , Colombia","9
8",,,,Sin información sobre accesibilidad para personas con movilidad reducida,VICTOR DE LA SERNA,13,MADRID,MADRID,28016,HISPANOAMERICA,CHAMARTIN,4.045.338.463.229.640,-3.672.607.650.534.370,618746081,cmsomosierra@cmsomosierra.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Universitario Isabel de España,Colegio-Mayor-Universitario-Isabel-de-Espana,,,mixto,Metro: Vicente Aleixandre (línea 6).,,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,No accesible,DON RAMON MENENDEZ PIDAL,5,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.044.841.681.111.200,-37.199.730.138.128.700,915336104,cmisabel@cmisabel.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Universitario San Agustín,Colegio-Mayor-Universitario-San-Agustin,,,mixto,Bus: U.,,,,,,,Bus: U,,,Accesible,ANTONIO NEBRIJA,4,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.043.672.037.843.150,-37.276.073.977.792.400,915505000,colegio@cmusa.net,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Universitario San Pablo,Colegio-Mayor-Universitario-San-Pablo,,,masculino,"Metro: Vicente Aleixandre (línea 6), Islas Filipinas (línea 7).",,,,"Metro: Vicente Aleixandre (línea 6), Islas Filipinas (línea 7)","Vicente Aleixandre , Islas Filipinas","6
7",,,,Accesible,ISAAC PERAL,58,MADRID,MADRID,28040,VALLEHERMOSO,CHAMBERI,40.442.163.372.591.800,-37.186.016.905.372.700,915989600,colegiomayor@cmusp.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Universitario Santillana,Colegio-Mayor-Universitario-Santillana,,,masculino,"Metro: Paco de lucía (línea 9)  Cercanías Renfe: Mirasierra-Paco de Lucia (líneas C3a, C7, C8 y Regional).","Renfe: MirasierraPaco de Lucia (líneas C3a, C7, C8 y Regional)","C-3
C-7
C-8",Mirasierra-Paco de Lucia,Metro: Paco de lucía (línea 9),Paco de lucía,9,,,,No accesible,MARBELLA,60,MADRID,MADRID,28034,MIRASIERRA,FUENCARRAL-EL PARDO,4.049.465.964.836.940,-37.062.096.187.224.400,917355031,cmsantillana@cmsantillana.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Vedruna,Colegio-Mayor-Vedruna,,,femenino,"Metro: Guzmán El Bueno (línea 6 y 7), Vicente Aleixandre (línea 6).",,,,"Metro: Guzmán El Bueno (línea 6 y 7), Vicente Aleixandre (línea 6)","Guzmán El Bueno , Vicente Aleixandre","6
7",,,,Accesible,PRESIDENTE GARCIA MORENO,2,MADRID,MADRID,28003,VALLEHERMOSO,CHAMBERI,40.445.605.369.642.500,-3.714.995.329.761.430,"915342306
915342306",recepcion@cmvedruna.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Mayor Ximénez de Cisneros,Colegio-Mayor-Ximenez-de-Cisneros,,,mixto,Consulta los siguientes enlaces:,,,,,,,,,,No accesible,SENECA,8,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.043.571.333.918.660,-37.284.677.239.467.500,913941006,ccmm@ucm.es / subdir_cisneros@ucm.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,Universidades
Colegio Universitario de Estudios Financieros,Colegio-Universitario-de-Estudios-Financieros,,,,Metro: Francos Rodríguez (línea 7).,,,,Metro: Francos Rodríguez (línea 7),Francos Rodríguez,7,,,,Sin información sobre accesibilidad para personas con movilidad reducida,PIRINEOS,55,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.045.357.920.636.980,-3.718.717.277.671.810,914445161,,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,Universidades
Escuela de Práctica Jurídica,Escuela-de-Practica-Juridica,,,,"Metro: Noviciado (línea 2), Plaza de España (líneas 3 y 10).",,,,"Metro: Noviciado (línea 2), Plaza de España (líneas 3 y 10)","Noviciado , Plaza de España","2
3
10",,,,Sin información sobre accesibilidad para personas con movilidad reducida,AMANIEL,2,MADRID,MADRID,28015,UNIVERSIDAD,CENTRO,4.042.503.902.541.330,-37.091.208.409.661.000,915327391,epj@epj.es,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,Universidades
Escuela Politécnica de Enseñanza Superior (EPES),Escuela-Politecnica-de-Ensenanza-Superior-(EPES),,,,Metro: Vicente Aleixandre (línea 6),,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,JUAN XXIII,11,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.044.793.793.568.310,-3.717.285.250.885.190,"910670679
910670676",secretaria.epes@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Escuela Superior de Diseño,Escuela-Superior-de-Diseno,,,,Metro: Vinateros (línea 9).,,,,Metro: Vinateros (línea 9),Vinateros,9,,,,Sin información sobre accesibilidad para personas con movilidad reducida,CAMINO DE LOS VINATEROS,106,MADRID,MADRID,28030,MARROQUINA,MORATALAZ,40.409.090.881.121.200,-36.488.257.296.912.500,914390000,esd.madrid@educa.madrid.org,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,Universidades
Escuela Técnica Superior de Arquitectura,Escuela-Tecnica-Superior-de-Arquitectura,,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)",,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)","Ciudad Universitaria , Moncloa","6
3",,,,Sin información sobre accesibilidad para personas con movilidad reducida,JUAN DE HERRERA,4,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.043.959.650.623.060,-3.731.162.126.785.860,"913366501
913366507",,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Escuela Técnica Superior de Edificación,Escuela-Tecnica-Superior-de-Edificacion,,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (línea 3)",,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (línea 3)","Ciudad Universitaria , Moncloa","6
3",,,,Sin información sobre accesibilidad para personas con movilidad reducida,JUAN DE HERRERA,6,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.439.061.141.330.200,-37.317.253.526.397.600,910675234,comunicacion.edificacion@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio,Escuela-Tecnica-Superior-de-Ingenieria-Aeronautica-y-del-Espacio,,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)",,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)","Ciudad Universitaria , Moncloa","6
3",,,,Sin información sobre accesibilidad para personas con movilidad reducida,CARDENAL CISNEROS,3,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,4.044.098.319.331.980,-37.246.487.290.907.200,"910675534
910675572",,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,Universidades
