PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
13066;Aeropuerto Adolfo Suarez Madrid -  Barajas;;Servicio ininterrumpido.;Servicio de transporte entre terminales   Compañías aéreas operativas en el Areropuerto Adolfo Suarez - Madrid Barajas;Metro: Aeropuerto T1, T2, T3, T4  (línea 8)  Renfe Cercanías: T4 (Líneas C1 y C10);;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b5c6545f951c010VgnVCM2000000c205a0aRCRD;HISPANIDAD;AVENIDA;V;0;;;;;MADRID;MADRID;28042;2;AEROPUERTO;21;BARAJAS;451710;4479881;4.046.820.334.584.180;-35.696.317.070.849.600;913 211 000;;;/contenido/entidadesYorganismos/TransportePublico/AeropuertosAerodromos
7827523;Alicia Koplowitz Centro de día y centro residencial de Esclerosis Múltiple de la Comunidad de Madrid;;;Centro residencial y centro de día para personas con discapacidad física.;Metro: Valdebernardo (línea 9)  Bus: 71, 130, E4  Bicimad: Estación 465 (Cordel de Pavones, 48);;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e9f7c8c2e9ca410VgnVCM2000000c205a0aRCRD;JOSE PRAT;BULEVAR;V;40;;;;;MADRID;MADRID;28032;2;VALDEBERNARDO;19;VICALVARO;447406;4471911;403.961.484.554.016;-3.619.735.666.015.520;913 016 560;;;/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad
13480;Aparcamiento público Saba Estación Ferroviaria Madrid Chamartín;;Abierto 24 horas.;;Metro: Chamartín (líneas 1 y 10)  Cercanías Renfe: Chamartín (líneas C1, C2, C3, C3a, C4, C4a, C4b C7, C8, C10 y Regional).;Plazas: 664;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09277339ae51c010VgnVCM2000000c205a0aRCRD;AGUSTIN DE FOXA;CALLE;V;0;;;;;MADRID;MADRID;28036;6;CASTILLA;5;CHAMARTIN;441645;4479852;40.467.303.015.168.000;-36.883.467.826.996.800;Whatsapp: 662 418 060;;atclientesaba@sabagroup.com;/contenido/entidadesYorganismos/AparcamientosPublicos
13481;Aparcamiento público Saba Estación Madrid Atocha P2 y P3;;Abierto 24 horas.;;Metro: Atocha (línea 1)  Cercanías Renfe: Atocha (líneas C1, C2, C3, C4, C4a, C4b, C5, C7, C10 y Regional);Plazas: 1190;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76177339ae51c010VgnVCM2000000c205a0aRCRD;INFANTA ISABEL;PASEO;V;0;;;;;MADRID;MADRID;28014;5;LOS JERONIMOS;3;RETIRO;441401;4473342;4.040.863.906.624.040;-36.906.194.489.700.200;Whatsapp: 662 418 060;;atclientesaba@sabagroup.com;/contenido/entidadesYorganismos/AparcamientosPublicos
185590;Aparcamiento público de Metro de Madrid. Miguel Hernández;;De lunes a domingo servicio ininterrumpido.;;Metro: Miguel Hernández (línea 1)  Renfe: Vallecas (C2);;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65faad69b8e5d010VgnVCM2000000c205a0aRCRD;ALBUFERA;AVENIDA;V;270;;;;;MADRID;MADRID;28018;4;PALOMERAS SURESTE;13;PUENTE DE VALLECAS;445680;4470913;4.038.704.235.037.170;-3.639.991.592.687.950;913 032 595;;;/contenido/entidadesYorganismos/AparcamientosPublicos
5500067;Aparcamiento público. Plaza Ramón y Cajal (Ciudad Universitaria);;De lunes a domingo servicio ininterrumpido.;;Metro: Ciudad Universitaria (línea 6);;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab237e088a455210VgnVCM1000000b205a0aRCRD;RAMON Y CAJAL;PLAZA;V;1;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438415;4477348;4.044.451.127.873.060;-37.262.019.812.409.100;915 434 782;;aparcamiento.c.universitaria@sacyr.com;/contenido/entidadesYorganismos/AparcamientosPublicos
10610720;Asociación esclerosis múltiple Madrid, centro de rehabilitación;;;Centro de rehabilitación para personas con discapacidad física.;Bus: 67, 83, 125, 175, 178, 165, 166;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e94ef2b16151610VgnVCM1000001d4a900aRCRD;SANGENJO;CALLE;V;36;1º;;;;MADRID;MADRID;28034;5;LA PAZ;8;FUENCARRAL-EL PARDO;440796;4482105;4.048.753.110.350.200;-36.985.691.585.465.700;913 785 526;;;/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad
2130;Auditorio Nacional de Música;Organismo dependiente del Instituto Nacional de las Artes Escénicas y de la Música (Ministerio de Cultura). Obra del arquitecto José María García de Paredes, fue inaugurado el 21 de octubre de 1988 y su construcción fue programada dentro del Plan Nacional de Auditorios, destinado a dotar al país de una adecuada infraestructura musical.;;;Metro: Cruz del Rayo (línea 9),  Prosperidad (línea 4);;1,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c4a4eb6fbd71c010VgnVCM1000000b205a0aRCRD;PRINCIPE DE VERGARA;CALLE;V;146;;;;;MADRID;MADRID;28002;3;CIUDAD JARDIN;5;CHAMARTIN;442509;4477500;4.044.617.171.623.480;-36.779.351.112.941.300;913 370 139 / 913 370 140;;auditorio.nacional@inaem.cultura.gob.es;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
7902770;Bibliometro;El Bibliometro es un servicio de extensión bibliotecaria destinado al fomento de la lectura mediante el préstamo gratuito de libros en el Metro de Madrid.;Apertura de lunes a viernes.  Horario: de 13:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.;Datos de localización de los distintos módulos de Bibliometro.  Servicios:   Préstamo y devolución de libros. Acceda al  catálogo  para búsqueda de libros. Expedición del carné de Bibliotecas Públicas de Madrid. Pulse este enlace para acceder a las normas del servicio.;;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d2cd4bdf66bb410VgnVCM1000000b205a0aRCRD;;;;;;;;;MADRID;MADRID;;;;;;;;;;910100424;;;/contenido/entidadesYorganismos/Bibliometroybibliored
10371290;Biblioteca Central y Servicio de Documentación del Ministerio del Interior;La Biblioteca Central y el Servicio de Documentación están integrados en la Subdirección General de Asociaciones, Archivos y Documentación de la Secretaría General Técnica.;De lunes a jueves, de 9 a 14 horas y de 16 a 18 horas. Viernes, de 9 a 14 horasDel 16 de junio al 15 de septiembre: de lunes a viernes, de 9 a 14 horas;De información y atención al usuario:  Lectura en sala Información bibliográfica, búsquedas en catálogos y bases de datos Búsquedas documentales Difusión selectiva de la información (DSI) y alertas documentales  De acceso al documento:  Préstamo (restringido al personal del Ministerio del Interior) Préstamo Interbibliotecario Reprografía (reproducción y digitalización de documentos)  Otros servicios:  Donación de duplicados;Metro: Colón  Bus: 21, 37;Son usuarios preferentes de la Biblioteca el personal adscrito al Ministerio delInterior.Podrán hacer uso de la Biblioteca las personas interesadas ajenas al Departamentoprevia autorización. Recursos:  Fondo bibliográfico de más de 50.000 documentos (libros, CD-ROM, DVD, artículos de revistas...) Fondo antiguo con más de 1.400 títulos Más de 700 títulos de revistas Bases de datos (en CD-ROM/DVD y en línea: Westlaw, El Derecho, y lustel);1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=645963cd10f3c510VgnVCM2000001f4a900aRCRD;AMADOR DE LOS RIOS;CALLE;V;7;;;;;MADRID;MADRID;28010;4;ALMAGRO;7;CHAMBERI;441356;4475430;4.042.744.034.262.130;-36.913.494.112.390.700;"91 537 13 62
91 537 17 89";;bibliodoc@interior.es;/contenido/entidadesYorganismos/BibliotecasEspecializadasUniversitarias
1744;Biblioteca Nacional de España;Fue fundada por Felipe V a finales de 1711 y abrió sus puertas en marzo de 1712 como Real Biblioteca Pública. En 1836 dejó de ser propiedad de la Corona y pasó a depender del Ministerio de la Gobernación y recibió por primera vez el nombre de Biblioteca Nacional y en 1896 se abrió al público. En la biblioteca reciben y conservan ejemplares de todos los libros publicados en España. Además, atesoran una valiosísima colección de incunables, manuscritos, estampas, dibujos, fotografías, grabaciones sonoras... Para poder consultar estos fondos basta con tener un carné de lector o investigador. Las Salas de Exposiciones y el Museo de la Biblioteca, donde se realizan diversas exposiciones y actividades culturales, están abiertas a todo el público.;De lunes a viernes de 9 a 20 horas. Días de cierre: 1, 5 y 6 de enero, 17 y 18 de abril,  1, 2 y 15 de mayo, 25 de julio, 15 de agosto, 12 de octubre, 1 y 10 de noviembre, 6, 8, 24, 25 y 31 de diciembre. Horario exposiciones según espacios. Entrada libre y gratuita.;;Metro: Colón, (línea 4), Retiro (Línea 2)  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C10 y Regional).;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b8d995a8bf5d010VgnVCM2000000c205a0aRCRD;RECOLETOS;PASEO;V;20;;;;;MADRID;MADRID;28001;1;RECOLETOS;4;SALAMANCA;441395;4474937;40.423.003.507.448.300;-36.908.364.756.092.700;915 807 800 (Centralita) / 915 807 823  y 915 807 805 (Información);;acceso@bne.es;/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
25526;Biblioteca Pública Antonio Mingote (Latina);;"Apertura de lunes a sábado.  De lunes a viernes de 9 a 21 horas. Sábados de 9 a 14 horas. Todos los días los servicios de lectura en sala y acceso a internet finalizarán 15 minutos antes del cierre.  Días de cierre: sábados: 19 de abril, 3 de mayo y todos los sábados de julio, agosto y septiembre; 2 de noviembre; 7 de diciembre. Domingos: todos; Festivos: 1 de enero; 6 de enero:17 y 18 de abril; 1, 2 y 15 mayo; 25 de julio;15 agosto; 1 y 10 de noviembre; 6 y 8 de diciembre; 24, 25 y 31 de diciembre.";Wifi gratuito.;Cercanías Renfe: Maestra Justa Freire - Polideportivo Aluche (antigua estación de Fanjul) (línea C5);Lectura fácil, letra grande, audiodescripción. Centros de Interés: Rumano y Árabe.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c73e995a8bf5d010VgnVCM2000000c205a0aRCRD;RAFAEL FINAT;CALLE;V;51;;;;;MADRID;MADRID;28044;7;LAS AGUILAS;10;LATINA;434685;4470157;4.037.944.179.159.940;-37.694.389.972.002.400;915 093 625;917 068 193;bib.latina@madrid.org;/contenido/entidadesYorganismos/BibliotecasPublicas
1774;Biblioteca Pública Elena Fortún (Retiro);;"Apertura de lunes a sábado.  De lunes a viernes de 9 a 21 horas. Sábados de 9 a 14 horas. Todos los días los servicios de lectura en sala y acceso a internet finalizarán 15 minutos antes del cierre.   Días de cierre: sabados: 19 de abril, 3 de mayo y todos los sábados de julio, agosto y septiembre. Domingos: todos. Festivos: 1 de enero; 6 de enero:17 y 18 de abril; 1, 2 y 15 mayo; 25 de julio;15 agosto; 1 y 10 de noviembre; 6 y 8 de diciembre; 24, 25 y 31 de diciembre.";Wifi gratuito.;Metro: Pacífico (líneas 1 y 6), Conde de Casal (línea 6)  Bus: 10, 14, 32, 56, 63, 143, 145, E.;Lectura fácil, letra grande, audiodescripción.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=44213d0b5e71c010VgnVCM1000000b205a0aRCRD;DOCTOR ESQUERDO;CALLE;V;189;;;;;MADRID;MADRID;28007;2;ADELFAS;3;RETIRO;442942;4472768;40.403.577.814.444.100;-36.724.086.076.957.100;915 019 146;915 018 130;bib.retiro@madrid.org;/contenido/entidadesYorganismos/BibliotecasPublicas
1770;Biblioteca Pública Hortaleza;;"Apertura de lunes a viernes.  De lunes a jueves de 9 a 20:30 horas. Viernes de 9 a 14:30 horas. Todos los días los servicios de lectura en sala y acceso a internet finalizarán 15 minutos antes del cierre.  Días de cierre: Fines de semana y festivos; del 2 al 7 de enero;  28 de febrero; 3 de marzo; del 11 al 21 de abril ; 15 de mayo; 10 de noviembre; los meses de julio y agosto; del 22 al 31 de diciembre.";;Metro: Parque de Santa María (línea 4);;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e42e995a8bf5d010VgnVCM2000000c205a0aRCRD;ABERTURA;CALLE;V;2;;;;;MADRID;MADRID;28033;4;PINAR DEL REY;16;HORTALEZA;444936;4480925;4.047.719.279.779.810;-36.496.196.128.895.800;917 633 284;917 633 284;bib.hortaleza@madrid.org;/contenido/entidadesYorganismos/BibliotecasPublicas
1773;Biblioteca Pública Javier Marías (Moratalaz);;"Apertura de lunes a viernes.  De lunes a viernes de 9 a 21 horas. Todos los días los servicios de lectura en sala y acceso a internet finalizarán 15 minutos antes del cierre.  Días de cierre: sábados: todos Domingos: todos. Festivos: 1 de enero; 6 de enero:17 y 18 de abril; 1, 2 y 15 mayo; 25 de julio;15 agosto;10 de noviembre; 8 de diciembre; 24, 25 y 31 de diciembre.";Wifi gratuito.;Metro: Artilleros (línea 9);Lectura fácil, letra grande, audiodescripción.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=457e995a8bf5d010VgnVCM2000000c205a0aRCRD;CORREGIDOR ALONSO DE TOBAR;CALLE;V;5;;;;;MADRID;MADRID;28030;5;FONTARRON;14;MORATALAZ;444892;4472800;40.403.992.358.842.800;-36.494.384.856.607.500;914 394 688;914 370 234;bib.moratalaz@madrid.org;/contenido/entidadesYorganismos/BibliotecasPublicas
123303;Biblioteca Pública José Hierro (Usera);;"Apertura de lunes a domingo.  De lunes a viernes de 9 a 21 horas. Fines de semana y festivos de 11 a 19 horas. Todos los días los servicios de lectura en sala y acceso a internet finalizarán 15 minutos antes del cierre.  Días de cierre: 1 y 6  de enero; 1 de mayo; fines de semana y festivos del mes de agosto; 24, 25 y 31 de diciembre.";Wifi gratuito.;Metro: Plaza Elíptica (líneas 6 y 11);Lectura fácil, audiodescripción, letra grande. Centro de Interés Chino.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=943979262ef5d010VgnVCM1000000b205a0aRCRD;RAFAELA YBARRA;AVENIDA;V;43;;;;;MADRID;MADRID;28026;7;PRADOLONGO;12;USERA;439681;4470386;4.038.188.230.129.180;-37.106.157.111.470.600;914 229 501;914 691 901;bib.usera@madrid.org;/contenido/entidadesYorganismos/BibliotecasPublicas
1764;Biblioteca Pública José Luis Sampedro (Chamberí);;"Apertura de lunes a sábado.  De lunes a viernes de 9 a 21 horas. Sábados de 9 a 14 horas. Todos los días los servicios de lectura en sala y acceso a internet finalizarán 15 minutos antes del cierre.   Días de cierre: sábados: 19 de abril, 3 de mayo y todos los sábados de julio, agosto y septiembre. Domingos: todos. Festivos: 1 de enero; 6 de enero: 17 y 18 de abril; 1, 2 y 15 mayo; 25 de julio;15 agosto; 1 y 10 de noviembre; 6, 8, 24, 25 y 31 de diciembre.";Wifi gratuito.;Metro: Iglesia (línea 1), Quevedo (línea 2), Alonso Cano (línea 7);Lectura fácil, letra grande, audiodescripción. Centro de Interés Búlgaro.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a2279262ef5d010VgnVCM1000000b205a0aRCRD;FELIPE EL HERMOSO;CALLE;V;4;;;;;MADRID;MADRID;28010;3;TRAFALGAR;7;CHAMBERI;440657;4476319;40.435.399.621.146.000;-369.966.592.825.407;914 459 782;914 472 444;bib.chamberi@madrid.org;/contenido/entidadesYorganismos/BibliotecasPublicas
