NOMBRE,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Centro Deportivo Municipal Cerro Almodóvar,Centro-Deportivo-Municipal-Cerro-Almodovar,,,,"Bus: 58, 63, 145  Renfe: Santa Eugenia",RENFE: Santa Eugenia C2,C-2,: Santa Eugenia,,,,"Bus: 58, 63, 145","58
63
145",,Accesible,CERRO DE ALMODOVAR,9,MADRID,MADRID,28031,SANTA EUGENIA,VILLA DE VALLECAS,40.38168820146643,-3.602327770076511,913314047,idmcalmodovar@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Chamartín,Centro-Deportivo-Municipal-Chamartin,,,,"Metro: Pío XII.  Bus: 16 , 29 , 51 , 150.  Bicicleta:  El centro dispone de aparcabicicletas interior con capacidad para 12 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Pío XII,Pío XII,,"Bus: 16 , 29 , 51 , 150","16
29
51
150",,Accesible,PIO XII,2,MADRID,MADRID,28016,NUEVA ESPAÑA,CHAMARTIN,40.46113349830694,-3.676208246061129,913593339,infochamartin@forus.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Circuito BMX,Centro-Deportivo-Municipal-Circuito-BMX,,,,"Metro: LegazpiBus: 62, T-32",,,,Metro: Legazpi,Legazpi,,"Bus: 62, T-32","62
32",,No accesible,EMBAJADORES,316,MADRID,MADRID,28045,LEGAZPI,ARGANZUELA,40.385539006771225,-3.6898722494765366,915279704,idmcircuitobmx@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CanchasBaloncesto,CentrosEspaciosDeporte
Centro Deportivo Municipal Ciudad de los Poetas,Centro-Deportivo-Municipal-Ciudad-de-los-Poetas,,,,"Metro: Antonio Machado, Valdez arza   Bus : 126, 127, 132  Bicicleta:el centro dispone de aparca bicicletas  exterior con capacidad para 5 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,"Metro: Antonio Machado, Valdez arza","Antonio Machado, Valdez arza",,"Bus : 126, 127, 132","126
127
132",,No accesible,ANTONIO MACHADO,12,MADRID,MADRID,28035,VALDEZARZA,MONCLOA-ARAVACA,40.465920678080856,-3.7189325594658573,913732739,idmcpoetas@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Concepción,Centro-Deportivo-Municipal-Concepcion,,,,"Metro: Barrio de la Concepción, Pueblo Nuevo, Quintana.  Bus: 21 ,146, 48.  Bicicleta: el centro dispone de aparca bicicletas,    exterior con capacidad para 11 bicicletas.  interior con capacidad para 6 bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,"Metro: Barrio de la Concepción, Pueblo Nuevo, Quintana","Barrio de la Concepción, Pueblo Nuevo, Quintana",,"Bus: 21 ,146, 48","21
146
48",,No accesible,JOSE DEL HIERRO,5,MADRID,MADRID,28027,CONCEPCION,CIUDAD LINEAL,40.43725652047252,-3.6484498132292025,"914039020
914039021
914058719",idmconcepcion@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Cuatro Caminos,Centro-Deportivo-Municipal-Cuatro-Caminos,,,,"Metro: Cuatro Caminos (líneas 1, 2 y 7), Guzmán el Bueno (Líneas 6 y 7) Islas Filipinas (Línea 7), Alvarado (Línea 1) Canal (Líneas 2 y 7).  Bus: Circular 1 y 2, líneas 3, 37. 45, 64, 66, 124, 127, 128, 149 y N23.  Bicicleta:   Servicio Bicimad: Estación 132 de calle Santa Engracia 168 y estación 204 de calle Doctor Santero 1.para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Cuatro Caminos (líneas 1, 2 y 7), Guzmán el Bueno (Líneas 6 y 7) Islas Filipinas (Línea 7), Alvarado (Línea 1) Canal (Líneas 2 y 7)","Cuatro Caminos , Guzmán el Bueno  Islas Filipinas , Alvarado  Canal","1
2
7
6","Bus: Circular 1 y 2, líneas 3, 37","1
2
3
37",,"Instalación parcialmente accesible para personas con movilidad reducida
Lengua de signos",BRAVO MURILLO,107,MADRID,MADRID,28020,BELLAS VISTAS,TETUAN,40.44793969377676,-3.7040303744815635,911177107,info@sportrade.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Daoíz y Velarde 1,Centro-Deportivo-Municipal-Daoiz-y-Velarde-1,,,,"Metro: Pacífico, Menéndez Pelayo Bus: 37, 57, 10, 54, 24, 141  Renfe: Méndez Alvaro, Atocha  Bicicleta: el centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.","Renfe: Méndez Alvaro, Atocha C1,C2,C3,C4,C5,C6,C7,C8 y C10","C-1
C-2
C-3
C-4
C-5
C-6
C-7
C-8
C-10","Méndez Alvaro, Atocha","Metro: Pacífico, Menéndez Pelayo","Pacífico, Menéndez Pelayo",,"Bus: 37, 57, 10, 54, 24, 141","37
57
10
54
24
141",,"Accesible
Señalización podotáctil
Bucle de inducción magnético",DAOÍZ Y VELARDE,5,MADRID,MADRID,28007,PACIFICO,RETIRO,40.40236990974131,-3.6772808932293217,"914338950
914338770",idmdvelarde@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Daoíz y Velarde 2,Centro-Deportivo-Municipal-Daoiz-y-Velarde-2,,,,"Metro: Pacífico.  Bus: 37 , 57.  Renfe: Méndez Álvaro.  Bicicleta:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Renfe: Méndez Álvaro c1 c5 c10,"C-1
C-5
C-10",Méndez Álvaro,Metro: Pacífico,Pacífico,,"Bus: 37 , 57","37
57",,Accesible,ALBERCHE,21,MADRID,MADRID,28007,PACIFICO,RETIRO,40.400799189712316,-3.6778902970366896,914332758,secretaria@fmkarate.com,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal El Espinillo,Centro-Deportivo-Municipal-El-Espinillo,,,,"Bus: 23, 123, 130  Metro: Villaverde Bajo Cruce  Renfe: Villaverde Bajo  Bicicleta: el centro dispone de aparca bicicletas interior con capacidad para 4 bicicletas.",Renfe: Villaverde Bajo C3 C4,"C-3
C-4",Villaverde Bajo,Metro: Villaverde Bajo Cruce,Villaverde Bajo Cruce,,"Bus: 23, 123, 130","23
123
130",,Accesible,VILLAVERDE A VALLECAS,19,MADRID,MADRID,28041,LOS ROSALES,VILLAVERDE,40.35634193991933,-3.686595141820635,913603265,idmespinillo@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas,CentrosEspaciosDeporte
Centro Deportivo Municipal El Olivillo,Centro-Deportivo-Municipal-El-Olivillo,,,,"Metro: Lucero.  Bus: 31, 33, 36, 39, 65.",,,,Metro: Lucero,Lucero,,"Bus: 31, 33, 36, 39, 65","31
33
36
39
65",,No accesible,OLIVILLO,4,MADRID,MADRID,28011,LUCERO,LATINA,40.40652470221465,-3.745889233801086,914790212,idmolivillo@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal El Quijote,Centro-Deportivo-Municipal-El-Quijote,,,,"Metro:  Francos Rodríguez.  Bus:  44, 64, 126, 127, 128, 132.  Bicicleta:    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",,,,Metro:  Francos Rodríguez,Francos Rodríguez,,"Bus:  44, 64, 126, 127, 128, 132","44
64
126
127
128
132",,Accesible,NUMANCIA,11,MADRID,MADRID,28039,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.45357807068047,-3.7130529027048587,914599871,idmelquijote@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas,CentrosEspaciosDeporte
Centro Deportivo Municipal Entrevías,Centro-Deportivo-Municipal-Entrevias,,,,"Bus: 24, 102, 103, 111.  Renfe: Asamblea de Madrid - Entrevías.  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.","RENFE: Asamblea de Madrid  Entrevías C2, C7, C8","C-2
C-7
C-8",: Asamblea de Madrid - Entrevías,,,,"Bus: 24, 102, 103, 111","24
102
103
111",,Accesible,SUR,4,MADRID,MADRID,28053,ENTREVIAS,PUENTE DE VALLECAS,40.378413212706285,-3.674532317137481,917854214,idmentrevias@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,CentrosEspaciosDeporte
Centro Deportivo Municipal Escuelas de San Antón,Centro-Deportivo-Municipal-Escuelas-de-San-Anton,,,,"Bus: 3.  Metro: Chueca y Tribunal.  Bicicleta:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Chueca y Tribunal,Chueca y Tribunal,,Bus: 3,3,,Accesible,FARMACIA,13,MADRID,MADRID,28004,JUSTICIA,CENTRO,40.42382670120857,-3.699010103263697,918289006,info@cdmescuelassananton.com,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Estadio de Atletismo Vallehermoso,Centro-Deportivo-Municipal-Estadio-de-Atletismo-Vallehermoso,,,,"Metro: Canal (L2, L7), Guzmán el Bueno (L6, L7), Islas Filipinas (L7), Ríos Rosas (L1)  Bus: 2, 12, 44, N21  Bicicleta:  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",,,,"Metro: Canal (L2, L7), Guzmán el Bueno (L6, L7), Islas Filipinas (L7), Ríos Rosas (L1)","Canal , Guzmán el Bueno , Islas Filipinas , Ríos Rosas","2
7
6
1","Bus: 2, 12, 44, N21","2
12
44
21",,"No accesible
Señalización podotáctil
Bucle de inducción magnético",MELQUIADES ALVAREZ,19,MADRID,,28003,VALLEHERMOSO,CHAMBERI,40.44220302362995,-3.7105841985334544,"914804751
915132774",estadiovallehermoso@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte,CentrosEspaciosDeporte
Centro Deportivo Municipal Estanque del Retiro,Centro-Deportivo-Municipal-Estanque-del-Retiro,,,,"Metro: Retiro e Ibiza.  Bus: 1, 2, 9, 15, 19, 20, 28, 51, 52, 74, 146, 152 y 202.  Renfe: Recoletos.   Bicicleta:   servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",Renfe: Recoletos C1 C2 C7 C8 C10,"C-1
C-2
C-7
C-8
C-10",Recoletos,Metro: Retiro e Ibiza,Retiro e Ibiza,,"Bus: 1, 2, 9, 15, 19, 20, 28, 51, 52, 74, 146, 152 y 202","1
2
9
15
19
20
28
51
52
74
146
152
202",,Instalación parcialmente accesible para personas con movilidad reducida,COLOMBIA,2,MADRID,MADRID,28009,LOS JERONIMOS,RETIRO,40.418436005960814,-3.6845031319515718,"915744024
915571994",idmretiro@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Embarcaderos,CentrosEspaciosDeporte
Centro Deportivo Municipal Fabián Roncero,Centro-Deportivo-Municipal-Fabian-Roncero,,,,"Bus: 77.  Metro: Canillejas.  Bicicleta:   El centro dispone de aparcabicicletas exterior con capacidad para 25 bicicletas. Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Canillejas,Canillejas,,Bus: 77,77,,Accesible,SEPTIMA,68,MADRID,MADRID,28022,REJAS,SAN BLAS-CANILLEJAS,40.44965684114441,-3.597577201182505,917462995,recepcionfr@thinkingup.fitness,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Faustina Valladolid (antiguo Valdebernardo),Centro-Deportivo-Municipal-Faustina-Valladolid-(antiguo-Valdebernardo),,,,"Metro: Valdebernardo.  Bus:   8 , 71 , 130.    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,Metro: Valdebernardo,Valdebernardo,,"Bus:   8 , 71 , 130","8
71
130",,"Accesible
Señalización podotáctil
Bucle de inducción magnético",LADERA DE LOS ALMENDROS,2,MADRID,MADRID,28032,CASCO H.VICALVARO,VICALVARO,40.40418961057298,-3.622901144863193,917723591,idmvaldebernardo@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Fernando Martín,Centro-Deportivo-Municipal-Fernando-Martin,,,,"Metro: Francos Rodríguez.  Bus:  44, 64, 126, 127, 132.",,,,Metro: Francos Rodríguez,Francos Rodríguez,,"Bus:  44, 64, 126, 127, 132","44
64
126
127
132",,Accesible,SANTO ANGEL DE LA GUARDA,6,MADRID,MADRID,28039,VALDEZARZA,MONCLOA-ARAVACA,40.460935404623164,-3.7121918299288628,"914507344
914505530",idmfmartin@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Francisco Fernández Ochoa,Centro-Deportivo-Municipal-Francisco-Fernandez-Ochoa,,,,"Metro: La Peseta , San Francisco  Bus: 108 , 155  Bicicleta:  El centro dispone de aparcabicicletas interior con capacidad para 15 bicicletas.",,,,"Metro: La Peseta , San Francisco","La Peseta , San Francisco",,"Bus: 108 , 155","108
155",,Accesible,CATORCE OLIVAS,1,MADRID,MADRID,28054,BUENAVISTA,CARABANCHEL,40.36581776978113,-3.740893980533789,"915883623
915883731",idmffochoa@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Fuente del Berro,Centro-Deportivo-Municipal-Fuente-del-Berro,,,,"Metro: O'Donnell  Bus: 2 , 28 , 30 , 56 , 71 , 143 , C.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: O'Donnell,O'Donnell,,"Bus: 2 , 28 , 30 , 56 , 71 , 143 , C","2
28
30
56
71
143",,Accesible,ELVIRA,36,MADRID,MADRID,28028,FUENTE DEL BERRO,SALAMANCA,40.42171956854877,-3.6652515154670167,915881369,idmfuentedelberro@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Félix Rubio,Centro-Deportivo-Municipal-Felix-Rubio,,,,"Bus: 22, 23, 59, 79, 85 123, 130.  Metro: Ciudad de los Angeles.  Renfe: Villaverde Bajo.",Renfe: Villaverde Bajo C3 C4,"C-3
C-4",Villaverde Bajo,Metro: Ciudad de los Angeles,Ciudad de los Angeles,,"Bus: 22, 23, 59, 79, 85 123, 130","22
23
59
79
85
123
130",,Accesible,ALIANZA,4,MADRID,MADRID,28041,LOS ROSALES,VILLAVERDE,40.357429678675295,-3.691528804696943,913180435,idmfrubio@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Rocodromo,CentrosEspaciosDeporte
Centro Deportivo Municipal Gallur,Centro-Deportivo-Municipal-Gallur,,,,"Metro: Carpetana, Laguna. Bus: 17 y 25. Renfe: Laguna.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Renfe: Laguna c5,C-5,Laguna,"Metro: Carpetana, Laguna","Carpetana, Laguna",,Bus: 17 y 25,"17
25",,Accesible,GALLUR,2,MADRID,MADRID,28047,LOS CARMENES,LATINA,40.398474762124025,-3.735371180736436,"915089401
915251059",idmgallur@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Gimnasio Moscardó,Centro-Deportivo-Municipal-Gimnasio-Moscardo,,,,"Metro: Avenida de América, Cartagena, Diego de León.  Bus: 1, 115 , C  Bicicleta:  El centro dispone de aparcabicicletas  exterior con capacidad para 25 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Avenida de América, Cartagena, Diego de León","Avenida de América, Cartagena, Diego de León",,"Bus: 1, 115 , C","1
115",,Accesible,PILAR DE ZARAGOZA,93,MADRID,MADRID,28028,GUINDALERA,SALAMANCA,40.437945289676996,-3.674502029997267,"913553201
919246793",idmgmoscardo@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Hortaleza,Centro-Deportivo-Municipal-Hortaleza,,,,"Metro: Parque de Santamaría, Hortaleza.  Bus: 9, 107, 172.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Parque de Santamaría, Hortaleza","Parque de Santamaría, Hortaleza",,"Bus: 9, 107, 172","9
107
172",,Accesible,ESTACION DE HORTALEZA,11,MADRID,MADRID,28033,APOSTOL SANTIAGO,HORTALEZA,40.4787279264401,-3.6527183525553006,913818260,idmhortaleza@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal José María Cagigal,Centro-Deportivo-Municipal-Jose-Maria-Cagigal,,,,"Bus:  41, 46, 75.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones  .",,,,,,,"Bus:  41, 46, 75","41
46
75",,Accesible,SANTA POLA,22,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,40.43214955342785,-3.7369645992831364,608268794,idmjmcagigal@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Juan de Dios Román,Centro-Deportivo-Municipal-Juan-de-Dios-Roman,,,,"Bus:  142, 145.  Metro: Las suertes.  Bicicleta:  el centro dispone de  aparca bicicletas dentro del recinto de la instalación  con capacidad para 6 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .",,,,Metro: Las suertes,Las suertes,,"Bus:  142, 145","142
145",,"Accesible
Señalización podotáctil",JOSE GUTIERREZ MAROTO,34,MADRID,MADRID,28051,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.36391581480007,-3.60518607500416,914801231,idmjdroman@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal La Almudena,Centro-Deportivo-Municipal-La-Almudena,,,,"Metro: Alsacia.  Bus: 70 , 106 , 110.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Alsacia,Alsacia,,"Bus: 70 , 106 , 110","70
106
110",,Accesible,NICOLAS SALMERÓN,8,MADRID,MADRID,28017,PUEBLO NUEVO,CIUDAD LINEAL,40.42060649869604,-3.6324237307227616,"915882355
915133745",idmalmudena@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas,CentrosEspaciosDeporte
