NOMBRE,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Parque Alfredo Kraus,Parque-Alfredo-Kraus,no especifica,,,"Metro: 'Mar de Cristal', líneas 4 y 8 Autobuses: 87, 120, 125 y 172  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: 'Mar de Cristal', líneas 4 y 8","'Mar de Cristal', líneas 4 y 8","4
8","buses: 87, 120, 125 y 172","87
120
125
172",38000,Instalación parcialmente accesible para personas con movilidad reducida,MAR ADRIATICO,5,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,40.47098300036034,-3.6393251567222045,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Almansa,Parque-Almansa,no especifica,,,"Metro: 'Cuatro Caminos', líneas 1, 2 y 6 Autobuses: 45  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: 'Cuatro Caminos', líneas 1, 2 y 6","'Cuatro Caminos', líneas 1, 2 y 6","1
2
6",buses: 45,45,,Instalación parcialmente accesible para personas con movilidad reducida,ALMANSA,97,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.449252672650985,-3.7133420888843105,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Aluche,Parque-Aluche,sí,,,"Metro: Aluche (linea 5) Bus: 25, 121, 131 y 138 RENFE: Aluche",Renfe: Aluche C5,C-5,Aluche,Metro: Aluche (linea 5),Aluche,5,"Bus: 25, 121, 131 y 138","25
121
131
138",143788,Instalación parcialmente accesible para personas con movilidad reducida,TEMBLEQUE,45,MADRID,MADRID,28024,ALUCHE,LATINA,40.394320359418835,-3.7592814565910553,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Aluche - Poblados,Parque-Aluche---Poblados,sí,,,"Metro: Aluche (linea 5) Bus: 17, 117, 139 Renfe: Aluche  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Renfe: Aluche C5,C-5,Aluche,Metro: Aluche (linea 5),Aluche,5,"Bus: 17, 117, 139","17
117
139",24003,Instalación parcialmente accesible para personas con movilidad reducida,GUAREÑA,22,MADRID,MADRID,28044,LAS AGUILAS,LATINA,40.38543450752234,-3.765190215590101,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Alzola,Parque-Alzola,no,,,"Bus: 60 , 131  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 60 , 131","60
131",10495,Instalación parcialmente accesible para personas con movilidad reducida,BEASAIN,2,MADRID,MADRID,28041,ORCASITAS,USERA,40.36716919688689,-3.7136655626692887,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Antonio Pirala,Parque-Antonio-Pirala,sí,,,"Metro: Carmen, Ventas (linea 5 y linea 2) Bus: 38, 106, 110, 146, 210  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Carmen, Ventas (linea 5 y linea 2)","Carmen, Ventas","5
2","Bus: 38, 106, 110, 146, 210","38
106
110
146
210",21675,Instalación parcialmente accesible para personas con movilidad reducida,ANTONIO PIRALA,8,MADRID,MADRID,28017,VENTAS,CIUDAD LINEAL,40.428652595625735,-3.659649292346212,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Anunciación,Parque-Anunciacion,no especifica,,,"Bus: 20, 26, 63.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 20, 26, 63","20
26
63",4088,Instalación parcialmente accesible para personas con movilidad reducida,ANUNCIACION,1,MADRID,MADRID,28009,NIÑO JESUS,RETIRO,40.41192841997151,-3.67583331713166,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Arquitecto Antonio Palacios,Parque-Arquitecto-Antonio-Palacios,no,,,"Metro: Torre Arias (línea 5) Bus: 28, 48  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Torre Arias (línea 5),Torre Arias,5,"Bus: 28, 48","28
48",13850,Instalación parcialmente accesible para personas con movilidad reducida,FENELON,17,MADRID,MADRID,28022,CANILLEJAS,SAN BLAS-CANILLEJAS,40.43847239256322,-3.6087501533089923,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Arroyo Fontarrón,Parque-Arroyo-Fontarron,no,,,"Bus: 8, 20, 30, 100  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 8, 20, 30, 100","8
20
30
100",35450,Instalación parcialmente accesible para personas con movilidad reducida,ARROYO FONTARRON,22,MADRID,MADRID,28030,PAVONES,MORATALAZ,40.39476596114844,-3.6361646051817518,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Arroyo Fresno - Tomás y Valiente,Parque-Arroyo-Fresno---Tomas-y-Valiente,sí,,,"Bus: 49  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 49,49,107657,Accesible,VENTISQUERO DE LA CONDESA,43,MADRID,MADRID,28035,MIRASIERRA,FUENCARRAL-EL PARDO,40.49284296962057,-3.7169069720385446,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Arroyo Pozuelo,Parque-Arroyo-Pozuelo,sí,,,"Transporte más próximo:  Autobús: 160  Otros trasportes cercanos:  Autobús: 161 Autobús interurbano: 658 Tren: Estación de Aravaca (Líneas C-7 y C-10) Metro-ligero/Tranvía: Estación de Aravaca (Línea 2)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Aravaca C7 C10,"C-7
C-10",Aravaca,Metro-ligero/Tranvía: Estación de Aravaca (Línea 2),Metro-ligero/Tranvía: Estación de Aravaca,2,Autobús interurbano: 658,658,78802,Instalación parcialmente accesible para personas con movilidad reducida,Arroyo Pozuelo,,MADRID,MADRID,,,MONCLOA-ARAVACA,40.45451429342977,-3.7856220495572703,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Arroyo de los Pinos,Parque-Arroyo-de-los-Pinos,no,,,"Metro: Antonio Machado (linea 7) Bus: 132  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Antonio Machado (linea 7),Antonio Machado,7,Bus: 132,132,25798,Instalación parcialmente accesible para personas con movilidad reducida,JOAQUIN LORENZO,21,MADRID,MADRID,28035,PEÑA GRANDE,FUENCARRAL-EL PARDO,40.47343735166941,-3.7241915440169024,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Avenida de Portugal,Parque-Avenida-de-Portugal,no especifica,,,"Bus: 25, 33, 31, 36, 39, 65, 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 25, 33, 31, 36, 39, 65, 138","25
33
31
36
39
65
138",30719,Instalación parcialmente accesible para personas con movilidad reducida,A-5,300,MADRID,MADRID,28011,PUERTA DEL ANGEL,LATINA,40.41214880704316,-3.7356620312409365,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Azorín,Parque-Azorin,sí,,,"Metro: Buenos Aires (línea 1) Bus: 10, 54, 58, 103, 136  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Buenos Aires (línea 1),Buenos Aires,1,"Bus: 10, 54, 58, 103, 136","10
54
58
103
136",47434,Instalación parcialmente accesible para personas con movilidad reducida,ALBUFERA,142,MADRID,MADRID,28038,PALOMERAS BAJAS,PUENTE DE VALLECAS,40.39144717132174,-3.6545377410677498,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Barrio Las Musas,Parque-Barrio-Las-Musas,no,,,"Metro: Las Musas (linea 7) Bus: 38, 140   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Las Musas (linea 7),Las Musas,7,"Bus: 38, 140","38
140",8818,Instalación parcialmente accesible para personas con movilidad reducida,NIZA,55,MADRID,MADRID,28022,ROSAS,SAN BLAS-CANILLEJAS,40.43173953068984,-3.607628369908832,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Begoña,Parque-Begona,no especifica,,,"Bus: 125 y 135 RENFE: Ramón y Cajal  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",RENFE: Ramón y Cajal C10 C8 C3,"C-10
C-8
C-3",: Ramón y Cajal,,,,Bus: 125 y 135,"125
135",21071,Instalación parcialmente accesible para personas con movilidad reducida,SAN MODESTO,1,MADRID,MADRID,28034,VALVERDE,FUENCARRAL-EL PARDO,40.48390626699566,-3.687220746230517,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Biosaludable,Parque-Biosaludable,sí,,,"Metro: El Capricho (línea 5) Bus: 101, 114, 115 y 151  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: El Capricho (línea 5),El Capricho,5,"Bus: 101, 114, 115 y 151","101
114
115
151",95955,Instalación parcialmente accesible para personas con movilidad reducida,ALAMEDA DE OSUNA,8,MADRID,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,40.452057731817305,-3.6036483614197765,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Campo de la Paloma,Parque-Campo-de-la-Paloma,no,,,,,,,,,,,,38010,Instalación parcialmente accesible para personas con movilidad reducida,RAFAEL ALBERTI,38,MADRID,MADRID,28018,PALOMERAS SURESTE,PUENTE DE VALLECAS,40.38339946706653,-3.643762543356842,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Caramuel,Parque-Caramuel,sí,,,"Bus: 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 138,138,55433,Accesible,CARAMUEL,53,MADRID,MADRID,28011,PUERTA DEL ANGEL,LATINA,40.4081704733386,-3.729395994595502,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cerro Almodóvar,Parque-Cerro-Almodovar,sí,,,"Bus: 25, 31 y 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 25, 31 y 138","25
31
138",173477,Accesible,MARCELINO CASTILLO,29,MADRID,MADRID,28047,ALUCHE,LATINA,40.393928614376,-3.744713323980896,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cerro Peñabel,Parque-Cerro-Penabel,no,,,"Bus: 42, 132 y 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 42, 132 y 137","42
132
137",24366,Instalación parcialmente accesible para personas con movilidad reducida,CANDIDO MATEOS,12,MADRID,MADRID,28035,PEÑA GRANDE,FUENCARRAL-EL PARDO,40.47406043289477,-3.718181785566969,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cerro del Tío Pío,Parque-Cerro-del-Tio-Pio,sí,,,"Bus: 54, 141 y 143  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 54, 141 y 143","54
141
143",159745,Instalación parcialmente accesible para personas con movilidad reducida,BENJAMIN PALENCIA,2,MADRID,MADRID,28038,NUMANCIA,PUENTE DE VALLECAS,40.39701982315709,-3.655239797848888,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cerro Águila,Parque-Cerro-aguila,no especifica,,,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 160,160,,Instalación parcialmente accesible para personas con movilidad reducida,CERRO DEL AGUILA,1,MADRID,MADRID,28023,ARAVACA,MONCLOA-ARAVACA,40.45190771190827,-3.761757187185669,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Ciudad de los Ángeles,Parque-Ciudad-de-los-angeles,sí,,,"Metro: Villaverde Bajo Cruce (linea 3) Bus: 18, 126 y 86  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Villaverde Bajo Cruce (linea 3),Villaverde Bajo Cruce,3,"Bus: 18, 126 y 86","18
126
86",36696,Instalación parcialmente accesible para personas con movilidad reducida,ANOETA,14,MADRID,MADRID,28041,LOS ANGELES,VILLAVERDE,40.352850949880235,-3.6963807727286353,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Concejal Miguel Martín Vela,Parque-Concejal-Miguel-Martin-Vela,no,,,"Bus: 601  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 601,601,33954,Instalación parcialmente accesible para personas con movilidad reducida,GUARDIA,4,MADRID,MADRID,28048,EL PARDO,FUENCARRAL-EL PARDO,40.5186002228516,-3.7753787533567573,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuesta del Galbán,Parque-Cuesta-del-Galban,no especifica,,,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 160,160,70882,Instalación parcialmente accesible para personas con movilidad reducida,GALBAN,2,MADRID,MADRID,28023,ARAVACA,MONCLOA-ARAVACA,40.45019927443574,-3.768070614824996,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuña Verde de Vicálvaro. Zona A,Parque-Cuna-Verde-de-Vicalvaro.-Zona-A,sí,,,"Metro: Vicálvaro (linea 9) Bus: E3  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Vicálvaro (linea 9),Vicálvaro,9,Bus: E3,3,41293,Instalación parcialmente accesible para personas con movilidad reducida,DAROCA,300,MADRID,MADRID,28032,AMBROZ,VICALVARO,40.40969329689759,-3.618025439807104,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuña Verde de Vicálvaro. Zona B,Parque-Cuna-Verde-de-Vicalvaro.-Zona-B,sí,,,"Metro: San Cipriano (linea 9) Bus: 4 , E3, 100  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: San Cipriano (linea 9),San Cipriano,9,"Bus: 4 , E3, 100","4
3
100",115119,Instalación parcialmente accesible para personas con movilidad reducida,DAROCA,299,MADRID,MADRID,28032,AMBROZ,VICALVARO,40.40930295868704,-3.616890442862423,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Cuña Verde de Vicálvaro. Zona C,Parque-Cuna-Verde-de-Vicalvaro.-Zona-C,no,,,"Metro: Avenida de Guadalajara (línea 2) Bus: E2  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Avenida de Guadalajara (línea 2),Avenida de Guadalajara,2,Bus: E2,2,127835,Instalación parcialmente accesible para personas con movilidad reducida,CANILLEJAS A VICALVARO,102,MADRID,MADRID,28032,CASCO H.VICALVARO,VICALVARO,40.41672706688541,-3.610853061814312,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Dehesa de la Villa,Parque-Dehesa-de-la-Villa,sí,,,"Metro: Francos Rodriguez y Valdezarza (línea 7). Autobús: 44, 64, 82, 126, 127 y 132  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Francos Rodriguez y Valdezarza (línea 7),Francos Rodriguez y Valdezarza,7,"Autobús: 44, 64, 82, 126, 127 y 132","44
64
82
126
127
132",645309,Instalación parcialmente accesible para personas con movilidad reducida,DEHESA DE LA VILLA,1,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.45817981904011,-3.7207253118064827,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesHistoricos,ParquesJardines
Parque Duque de Ahumada,Parque-Duque-de-Ahumada,no,,,"Metro: San Cipriano (línea 9)  Bus: 4 , 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: San Cipriano (línea 9),San Cipriano,9,"Bus: 4 , 106","4
106",5248,Instalación parcialmente accesible para personas con movilidad reducida,LAGO VAN,16,MADRID,MADRID,28032,CASCO H.VICALVARO,VICALVARO,40.4048457851104,-3.6062315414157613,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque El Calero,Parque-El-Calero,sí,,,"Metro: Quintana y Carmen (línea 5) Bus: 21, 48 y 146  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Quintana y Carmen (línea 5),Quintana y Carmen,5,"Bus: 21, 48 y 146","21
48
146",67975,Instalación parcialmente accesible para personas con movilidad reducida,JOSE DEL HIERRO,1,MADRID,MADRID,28027,CONCEPCION,CIUDAD LINEAL,40.43555222953495,-3.6519351470803567,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque El Cedral,Parque-El-Cedral,sí,,,"Bus: 7, 9, 70, 72 y 87  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 7, 9, 70, 72 y 87","7
9
70
72
87",6856,Instalación parcialmente accesible para personas con movilidad reducida,ARTURO SORIA,233,MADRID,MADRID,28033,ATALAYA,CIUDAD LINEAL,40.462882951414265,-3.6650441004626564,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque El Cruce,Parque-El-Cruce,sí,,,"Metro: Villaverde Bajo - Cruce (línea 3) Autobús: 18, 22, 86, 116 y 130  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Villaverde Bajo - Cruce (línea 3),Villaverde Bajo - Cruce,3,"Autobús: 18, 22, 86, 116 y 130","18
22
86
116
130",,Instalación parcialmente accesible para personas con movilidad reducida,ALCOCER,1,MADRID,MADRID,28021,LOS ANGELES,VILLAVERDE,40.350970403692386,-3.6944891243298597,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Emir Mohamed I,Parque-Emir-Mohamed-I,no especifica,,,"Bus: 3, 31 , 41 , 50 , 65  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 3, 31 , 41 , 50 , 65","3
31
41
50
65",3942,Instalación parcialmente accesible para personas con movilidad reducida,RAMON,1,MADRID,MADRID,28013,PALACIO,CENTRO,40.41438785232736,-3.7147888896558188,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Emperatriz María de Austria,Parque-Emperatriz-Maria-de-Austria,sí,,,"Bus: 47 , 81 , 108 , 116 , 121 , 131 , 155 Metro: Plaza Elíptica (línea 6 y 11) , Abrantes (línea 11)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Plaza Elíptica (línea 6 y 11) , Abrantes (línea 11)","Plaza Elíptica  , Abrantes","6
11","Bus: 47 , 81 , 108 , 116 , 121 , 131 , 155","47
81
108
116
121
131
155",597458,Instalación parcialmente accesible para personas con movilidad reducida,VIA LUSITANA,3,MADRID,MADRID,28025,ABRANTES,CARABANCHEL,40.382311100280766,-3.7227552919050586,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Enrique Tierno Galván,Parque-Enrique-Tierno-Galvan,sí,,,"Bus: 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 148,148,,Instalación parcialmente accesible para personas con movilidad reducida,MENESES,4,MADRID,MADRID,28045,LEGAZPI,ARGANZUELA,40.39210151448589,-3.681620654746187,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Entrevías Forestal,Parque-Entrevias-Forestal,no,,,"Bus: 88  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 88,88,497213,Instalación parcialmente accesible para personas con movilidad reducida,EMBAJADORES,251,MADRID,MADRID,28053,ENTREVIAS,PUENTE DE VALLECAS,40.36782603611024,-3.6670181171393064,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Entrevías Urbano,Parque-Entrevias-Urbano,sí,,,"Bus: 102, 111 Renfe: Asamblea de Madrid, Entrevías  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.","RENFE: Asamblea de Madrid  Entrevías C2, C7, C8","C-2
C-7
C-8",: Asamblea de Madrid - Entrevías,,,,"Bus: 102, 111","102
111",121178,Instalación parcialmente accesible para personas con movilidad reducida,SUR,8,MADRID,MADRID,28053,ENTREVIAS,PUENTE DE VALLECAS,40.37253969509114,-3.6698091602059613,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Este de Valdebernardo,Parque-Este-de-Valdebernardo,no,,,"Metro: Valdebernardo (línea 9) Bus: 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Valdebernardo (línea 9),Valdebernardo,9,Bus: 71,71,71585,Instalación parcialmente accesible para personas con movilidad reducida,DEMOCRACIA,25,MADRID,MADRID,28031,CASCO H.VICALVARO,VICALVARO,40.393429973468265,-3.6183833916362733,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Eugenia de Montijo,Parque-Eugenia-de-Montijo,sí,,,"Metro: Eugenia de Montijo (línea 5) Bus: 17 , 35 , 121 , 131 , 139  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Eugenia de Montijo (línea 5),Eugenia de Montijo,5,"Bus: 17 , 35 , 121 , 131 , 139","17
35
121
131
139",72933,Instalación parcialmente accesible para personas con movilidad reducida,PARQUE EUGENIA DE MONTIJO,3,MADRID,MADRID,28047,VISTA ALEGRE,CARABANCHEL,40.37942623334737,-3.7527174453988774,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Eva Duarte,Parque-Eva-Duarte,sí,,,"Metro: Manuel Becerra (línea 2 y 6) Bus: 12, 43, 56, 143, 156   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Manuel Becerra (línea 2 y 6),Manuel Becerra,"2
6","Bus: 12, 43, 56, 143, 156","12
43
56
143
156",29700,Instalación parcialmente accesible para personas con movilidad reducida,DOCTOR GOMEZ ULLA,9,MADRID,MADRID,28028,GUINDALERA,SALAMANCA,40.42985671996897,-3.668031432543624,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Forestal Fuente Carrantona,Parque-Forestal-Fuente-Carrantona,no,,,"Autobuses: E2, E4, 30, 100, 140 Metro: Alsacia (L2)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Alsacia (L2),Alsacia,2,"buses: E2, E4, 30, 100, 140","2
4
30
100
140",,Instalación parcialmente accesible para personas con movilidad reducida,FUENTE CARRANTONA,38,MADRID,MADRID,28030,HORCAJO,MORATALAZ,40.410083041012584,-3.6297141827859876,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Forestal Julio Alguacil Gómez,Parque-Forestal-Julio-Alguacil-Gomez,no,,,"Acceso en coche:  Desde M-40 por salida 24, dirección Ctra Carabanchel a Villaverde. Desde Avenida de los Poblados, a calle Rafaela Ibarra, continuación hasta Ctra Carabanchel a Villaverde Desde Calle Alcocer, Calle Villalonso o Av Real de Pinto, hasta intersección con Ctra Carabanchel a Villaverde    Acceso en transporte público:  autobús MT 131   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,autobús MT 131,131,445879,Instalación parcialmente accesible para personas con movilidad reducida,Ctra Carabanchel a Villaverde  con vuelta Calle Verde Viento,,MADRID,MADRID,,,DISTRITO,40.36073540960827,-3.7177186736043275,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Forestal de Valdebebas-Felipe VI,Parque-Forestal-de-Valdebebas-Felipe-VI,no especifica,,,"Bus: 174 y SE  799.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 174 y SE  799,"174
799",,Instalación parcialmente accesible para personas con movilidad reducida,LAS FUERZAS ARMADAS,11,MADRID,MADRID,28055,VALDEFUENTES,HORTALEZA,40.48494412599755,-3.641451621738692,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesForestales,ParquesJardines
Parque Forestal de Vicálvaro,Parque-Forestal-de-Vicalvaro,sí,,,"Metro: San Cipriano, Puerta de Arganda (linea 9) Bus: E3 Renfe: Vicálvaro  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Vicálvaro C2,C-2,Vicálvaro,"Metro: San Cipriano, Puerta de Arganda (linea 9)","San Cipriano, Puerta de Arganda",9,Bus: E3,3,,Instalación parcialmente accesible para personas con movilidad reducida,POLIDEPORTIVO,1,MADRID,MADRID,28032,AMBROZ,VICALVARO,40.41022401774968,-3.60626801415248,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesForestales,ParquesJardines
Parque Félix Rodríguez de la Fuente,Parque-Felix-Rodriguez-de-la-Fuente,sí,,,"Metro: Avenida la Paz (línea 4) Bus: 9 , 72 , 73 , 120  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Avenida la Paz (línea 4),Avenida la Paz,4,"Bus: 9 , 72 , 73 , 120","9
72
73
120",14700,Instalación parcialmente accesible para personas con movilidad reducida,PADRE CLARET,38,MADRID,MADRID,28002,PROSPERIDAD,CHAMARTIN,40.45205238274073,-3.6653500732558792,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque General Fanjul - Santa Margarita,Parque-General-Fanjul---Santa-Margarita,sí,,,"Bus: 17, 34, 39, 117, 139 Renfe: Las Águilas  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Renfe: Las Águilas C5,C-5,Las Águilas,,,,"Bus: 17, 34, 39, 117, 139","17
34
39
117
139",12166,Instalación parcialmente accesible para personas con movilidad reducida,DE LAS ÁGUILAS,144,MADRID,MADRID,28044,LAS AGUILAS,LATINA,40.38033890061462,-3.7834984766161837,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Hortaleza,Parque-Hortaleza,sí,,,"Bus: 7 , 9 , 29 , 72 , 87 , 107 , 129 , 172 , 172SF  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 7 , 9 , 29 , 72 , 87 , 107 , 129 , 172 , 172SF","7
9
29
72
87
107
129
172",62863,Instalación parcialmente accesible para personas con movilidad reducida,ESTACION DE HORTALEZA,18,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,40.48024318499327,-3.650809942180937,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
