NOMBRE,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Biblioteca Pública Municipal Benito Pérez Galdós (Centro),Biblioteca-Publica-Municipal-Benito-Perez-Galdos-(Centro),,sí,,"Metro: Ventura Rodríguez (línea 3), Plaza de España (línea 2, 3, 10), San Bernardo (línea 2 y 4) y Noviciado (línea 2, 3 y 10)",,,,"Metro: Ventura Rodríguez (línea 3), Plaza de España (línea 2, 3, 10), San Bernardo (línea 2 y 4) y Noviciado (línea 2, 3 y 10)","Ventura Rodríguez , Plaza de España , San Bernardo  y Noviciado","3
2
10
4",,,,"Accesible
Bucle de inducción magnético",CONDE DUQUE,9,MADRID,MADRID,28015,UNIVERSIDAD,CENTRO,40.42738668300474,-3.7105999955473625,"915885910
914801472",bpperezgaldos@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),Biblioteca-Publica-Municipal-Canillejas-(San-Blas-Canillejas),,sí,,"Metro: Canillejas, Torre Arias (línea 5).",,,,"Metro: Canillejas, Torre Arias (línea 5)","Canillejas, Torre Arias",5,,,,"No accesible
Bucle de inducción magnético",BOLTAÑA,23,MADRID,MADRID,28022,CANILLEJAS,SAN BLAS-CANILLEJAS,40.44640229188281,-3.6117933204271098,917411134,bpcanillejas@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal),Biblioteca-Publica-Municipal-Ciudad-Lineal-(Ciudad-Lineal),,sí,,Metro: Ciudad Lineal (línea 5),,,,Metro: Ciudad Lineal (línea 5),Ciudad Lineal,5,,,,"Accesible
Bucle de inducción magnético",HERMANOS GARCIA NOBLEJAS,14,MADRID,MADRID,28037,PUEBLO NUEVO,CIUDAD LINEAL,40.43644651057092,-3.6372924261150033,915887566,bpciudadlineal@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal David Gistau (Salamanca),Biblioteca-Publica-Municipal-David-Gistau-(Salamanca),,sí,,"Metro: Diego de León (líneas 4,5 y 6), Manuel Becerra (línea 2)",,,,"Metro: Diego de León (líneas 4,5 y 6), Manuel Becerra (línea 2)","Diego de León , Manuel Becerra","4
5
6
2",,,,"Accesible
Bucle de inducción magnético",TOREROS,5,MADRID,MADRID,28028,GUINDALERA,SALAMANCA,40.43199309720514,-3.670929243543714,917240804,bpdavidgistau@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Dámaso Alonso (Chamartín),Biblioteca-Publica-Municipal-Damaso-Alonso-(Chamartin),,sí,,"Metro: Plaza de Castilla (líneas 1, 9 y 10) , Duque de Pastrana (línea 9)",,,,"Metro: Plaza de Castilla (líneas 1, 9 y 10) , Duque de Pastrana (línea 9)","Plaza de Castilla  , Duque de Pastrana","1
9
10",,,,"Accesible
Bucle de inducción magnético",MANUEL FERRERO,1,MADRID,MADRID,28036,CASTILLA,CHAMARTIN,40.467453379213175,-3.6846112774442705,913503150,bpdamasoalonso@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro),Biblioteca-Publica-Municipal-Eugenio-Trias.-Casa-de-Fieras-de-El-Retiro-(Retiro),,sí,,Metro: Ibiza (línea 9),,,,Metro: Ibiza (línea 9),Ibiza,9,,,,"Accesible
Bucle de inducción magnético",FERNÁN NÚÑEZ,24,MADRID,MADRID,28009,LOS JERONIMOS,RETIRO,40.4166091081099,-3.6795930368034804,914804838,bpeugeniotrias@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Francisco Ayala (Vicálvaro),Biblioteca-Publica-Municipal-Francisco-Ayala-(Vicalvaro),,sí,,Metro: Valdebernardo (línea 9),,,,Metro: Valdebernardo (línea 9),Valdebernardo,9,,,,"Accesible
Bucle de inducción magnético",INDALECIO PRIETO,21,MADRID,MADRID,28032,VALDEBERNARDO,VICALVARO,40.39982891410407,-3.621281890570377,913016466,bpfranciscoayala@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Francisco Ibáñez (Chamartín),Biblioteca-Publica-Municipal-Francisco-Ibanez-(Chamartin),,sí,,"Metro: Concha Espina (línea 9), Prosperidad (línea 4)",,,,"Metro: Concha Espina (línea 9), Prosperidad (línea 4)","Concha Espina , Prosperidad","9
4",,,,"Accesible
Bucle de inducción magnético",MANTUANO,51,MADRID,MADRID,28002,CIUDAD JARDIN,CHAMARTIN,40.44810636195716,-3.6762309620097398,915103756,bpfranciscoibanez@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Francisco Umbral (Villaverde),Biblioteca-Publica-Municipal-Francisco-Umbral-(Villaverde),,sí,,Cercanías: Villaverde Bajo.,Cercanías: Villaverde Bajo c3 c4,"C-3
C-4",: Villaverde Bajo,,,,,,,"Accesible
Bucle de inducción magnético",CALCIO,1,MADRID,MADRID,28021,BUTARQUE,VILLAVERDE,40.35118703272002,-3.679345889376551,915883223,bpfranciscoumbral@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Gabriel García Márquez (Usera),Biblioteca-Publica-Municipal-Gabriel-Garcia-Marquez-(Usera),,sí,,Metro: San Fermín - Orcasur (línea 3) Cercanías Renfe: Orcasitas (línea C5),Renfe: Orcasitas (línea C5),C-5,Orcasitas,Metro: San Fermín - Orcasur (línea 3),San Fermín - Orcasur,3,,,,"Accesible
Bucle de inducción magnético",PUEBLO,2,MADRID,MADRID,28041,ORCASUR,USERA,40.366768324753416,-3.701141063083806,913188691,bpgarciamarquez@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas),Biblioteca-Publica-Municipal-Gerardo-Diego-(Villa-de-Vallecas),,sí,,Metro: Villa de Vallecas (línea 1),,,,Metro: Villa de Vallecas (línea 1),Villa de Vallecas,1,,,,"Accesible
Bucle de inducción magnético",MONTE AYA,12,MADRID,MADRID,28031,CASCO HISTORICO VALLECAS,VILLA DE VALLECAS,40.37790196240434,-3.6227296605039516,913806633,bpgerardodiego@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Gloria Fuertes (Barajas),Biblioteca-Publica-Municipal-Gloria-Fuertes-(Barajas),,sí,,Metro: Alameda de Osuna (línea 5),,,,Metro: Alameda de Osuna (línea 5),Alameda de Osuna,5,,,,"Accesible
Bucle de inducción magnético",LOGROÑO,179,MADRID,MADRID,28042,CORRALEJOS,BARAJAS,40.46055947228695,-3.5937461811785347,913120258,bpgloriafuertes@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Huerta de la Salud (Hortaleza),Biblioteca-Publica-Municipal-Huerta-de-la-Salud-(Hortaleza),,sí,,Metro: Parque de Santa María (línea 4),,,,Metro: Parque de Santa María (línea 4),Parque de Santa María,4,,,,"Accesible
Bucle de inducción magnético",MAR DE LAS ANTILLAS,10,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,40.47571688103069,-3.64667257750353,917645243,bphuertasalud@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Iván de Vargas (Centro),Biblioteca-Publica-Municipal-Ivan-de-Vargas-(Centro),,sí,,"Metro: Sol (líneas 1, 2 y 3), Latina (línea 5) y Ópera (línea 2) Cercanías Renfe: Sol (líneas C3 y C4)",Renfe: Sol (líneas C3 y C4),"C-3
C-4",Sol,"Metro: Sol (líneas 1, 2 y 3), Latina (línea 5) y Ópera (línea 2)","Sol , Latina  y Ópera","1
2
3
5",,,,"Accesible
Bucle de inducción magnético",SAN JUSTO,5,MADRID,MADRID,28005,PALACIO,CENTRO,40.41410290844665,-3.7098591212735883,917586211,bpivandevargas@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),Biblioteca-Publica-Municipal-Jose-Hierro-(San-Blas-Canillejas),,sí,,Metro: Las Musas (línea 7),,,,Metro: Las Musas (línea 7),Las Musas,7,,,,"Accesible
Bucle de inducción magnético",MARIA SEVILLA DIAGO,15,MADRID,MADRID,28022,ROSAS,SAN BLAS-CANILLEJAS,40.433291625973624,-3.6105662311927453,"913135528
913135531",bpjosehierro@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo),Biblioteca-Publica-Municipal-Jose-Saramago-(Fuencarral-El-Pardo),,sí,,"Metro: Barrio del Pilar (línea 9), Peñagrande (línea 7)",,,,"Metro: Barrio del Pilar (línea 9), Peñagrande (línea 7)","Barrio del Pilar , Peñagrande","9
7",,,,"Accesible
Señalización podotáctil
Bucle de inducción magnético",MONFORTE DE LEMOS,38,MADRID,MADRID,28029,EL PILAR,FUENCARRAL-EL PARDO,40.47860087334554,-3.7094408342979954,915886891,bpjosesaramago@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal La Chata (Carabanchel),Biblioteca-Publica-Municipal-La-Chata-(Carabanchel),,sí,,"Metro: Eugenia de Montijo, Carabanchel (línea 5)",,,,"Metro: Eugenia de Montijo, Carabanchel (línea 5)","Eugenia de Montijo, Carabanchel",5,,,,"Accesible
Bucle de inducción magnético",GENERAL RICARDOS,252,MADRID,MADRID,28025,VISTA ALEGRE,CARABANCHEL,40.38330593504341,-3.7420633861175796,914220533,bplachata@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal La Elipa (Ciudad Lineal),Biblioteca-Publica-Municipal-La-Elipa-(Ciudad-Lineal),,sí,,Metro: La Elipa (línea 2),,,,Metro: La Elipa (línea 2),La Elipa,2,,,,"Accesible
Bucle de inducción magnético",NUESTRA SE&amp;Ntilde;ORA DEL VILLAR,6,MADRID,MADRID,28017,VENTAS,CIUDAD LINEAL,40.42343352863466,-3.6518288644365704,914036322,bplaelipa@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),Biblioteca-Publica-Municipal-Manuel-Vazquez-Montalban-(Tetuan),,sí,,Metro: Francos Rodríguez (línea 7),,,,Metro: Francos Rodríguez (línea 7),Francos Rodríguez,7,,,,"Accesible
Bucle de inducción magnético",FRANCOS RODRIGUEZ,67,MADRID,MADRID,28039,BELLAS VISTAS,TETUAN,40.45749513485957,-3.710539712535917,"913980723
913980726",bpvazquezmontalban@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Mario Vargas Llosa (Centro),Biblioteca-Publica-Municipal-Mario-Vargas-Llosa-(Centro),,sí,,"Metro: Alonso Martínez (línea 10), Tribunal (líneas 1 y 10)",,,,"Metro: Alonso Martínez (línea 10), Tribunal (líneas 1 y 10)","Alonso Martínez , Tribunal","10
1",,,,"Accesible
Bucle de inducción magnético",BARCELO,4,MADRID,MADRID,28004,JUSTICIA,CENTRO,40.426642215368176,-3.699722994908341,914802433,bpvargasllosa@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal María Lejárraga (Hortaleza),Biblioteca-Publica-Municipal-Maria-Lejarraga-(Hortaleza),,sí,,Metro: Blasco Ibáñez y Virgen del Cortijo (línea C2 Metro Ligero),,,,Metro Ligero),Metro Ligero),,,,,"Accesible
Bucle de inducción magnético",PRINCESA DE EBOLI,29,MADRID,MADRID,28050,VALDEFUENTES,HORTALEZA,40.49041562546542,-3.655356751728003,915133383,bpmarialejarraga@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal María Zambrano (Tetuán),Biblioteca-Publica-Municipal-Maria-Zambrano-(Tetuan),,sí,,Metro: Ventilla (línea 9),,,,Metro: Ventilla (línea 9),Ventilla,9,,,,"Accesible
Bucle de inducción magnético",DONOSO,5,MADRID,MADRID,28029,ALMENARA,TETUAN,40.46903299144094,-3.6976620067964996,917339043,bpmariazambrano@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Miguel Delibes (Moratalaz),Biblioteca-Publica-Municipal-Miguel-Delibes-(Moratalaz),,sí,,Metro: Vinateros (línea 9),,,,Metro: Vinateros (línea 9),Vinateros,9,,,,"Accesible
Bucle de inducción magnético",ARROYO BELINCOSO,11,MADRID,MADRID,28030,MEDIA LEGUA,MORATALAZ,40.40971737692924,-3.6529822109115133,913287300,bpmigueldelibes@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal),Biblioteca-Publica-Municipal-Pablo-Neruda-(Ciudad-Lineal),,sí,,Metro: Ascao (línea 7),,,,Metro: Ascao (línea 7),Ascao,7,,,,"Accesible
Bucle de inducción magnético",ASCAO,4,MADRID,MADRID,28017,PUEBLO NUEVO,CIUDAD LINEAL,40.42941133441142,-3.6416899839787695,914061472,bppabloneruda@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Portazgo (Puente de Vallecas),Biblioteca-Publica-Municipal-Portazgo-(Puente-de-Vallecas),,sí,,"Metro: Portazgo, Buenos Aires (línea 1)",,,,"Metro: Portazgo, Buenos Aires (línea 1)","Portazgo, Buenos Aires",1,,,,"Accesible
Bucle de inducción magnético",CANTALAPIEDRA,11,MADRID,MADRID,28038,NUMANCIA,PUENTE DE VALLECAS,40.393189968014696,-3.6554147649183943,917570323,bpportazgo@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas),Biblioteca-Publica-Municipal-Pozo-del-Tio-Raimundo-(Puente-de-Vallecas),,sí,,"Cercanías Renfe: El Pozo (líneas C2, C7 y C8)","Renfe: El Pozo (líneas C2, C7 y C8)","C-2
C-7
C-8",El Pozo,,,,,,,"Accesible
Bucle de inducción magnético",GLORIETAS,19,MADRID,MADRID,28053,ENTREVIAS,PUENTE DE VALLECAS,40.3735856436473,-3.6602546064905397,915070734,bppozotr@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Pío Baroja (Arganzuela),Biblioteca-Publica-Municipal-Pio-Baroja-(Arganzuela),,sí,,Metro: Pirámides (línea 5). Cercanías Renfe: Pirámides (líneas C1 y C10),Renfe: Pirámides (líneas C1 y C10),"C-1
C-10",Pirámides,Metro: Pirámides (línea 5),Pirámides,5,,,,"Accesible
Bucle de inducción magnético",ARGANDA,12,MADRID,MADRID,28005,ACACIAS,ARGANZUELA,40.40003652682007,-3.7074488154950584,914741603,bppiobaroja@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal San Blas (San Blas-Canillejas),Biblioteca-Publica-Municipal-San-Blas-(San-Blas-Canillejas),,sí,,Metro: Alsacia (línea 2),,,,Metro: Alsacia (línea 2),Alsacia,2,,,,"Accesible
Bucle de inducción magnético",SAN ROMAN DEL VALLE,8,MADRID,MADRID,28037,ARCOS,SAN BLAS-CANILLEJAS,40.420231627534996,-3.6218113860909074,913135297,bpsanblas@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal San Fermín (Usera),Biblioteca-Publica-Municipal-San-Fermin-(Usera),,sí,,Metro: San Fermín-Orcasur (línea 3),,,,Metro: San Fermín-Orcasur (línea 3),San Fermín-Orcasur,3,,,,"Accesible
Señalización podotáctil
Bucle de inducción magnético",SAN FERMIN,10,MADRID,MADRID,28041,SAN FERMIN,USERA,40.3711623444796,-3.692742821990015,914804725,bpsanfermin@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Vallecas (Puente de Vallecas),Biblioteca-Publica-Municipal-Vallecas-(Puente-de-Vallecas),,sí,,Metro: Nueva Numancia (línea 1),,,,Metro: Nueva Numancia (línea 1),Nueva Numancia,1,,,,"Accesible
Bucle de inducción magnético",PUERTO DEL MONASTERIO,1,MADRID,MADRID,28053,SAN DIEGO,PUENTE DE VALLECAS,40.395023959810636,-3.665554302127492,915886051,bpvallecas@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Vicálvaro,Biblioteca-Publica-Municipal-Vicalvaro,,sí,,Metro: Vicálvaro (línea 9) Cercanías Renfe: Vicálvaro (línea C2),Vicálvaro C2,C-2,Vicálvaro,Metro: Vicálvaro (línea 9),Vicálvaro,9,,,,"Accesible
Bucle de inducción magnético",VILLARDONDIEGO,36,MADRID,MADRID,28032,CASCO HISTORICO VICALVARO,VICALVARO,40.405283650744316,-3.6086278232922804,917753143,bpvicalvaro@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Municipal Ángel González (Latina),Biblioteca-Publica-Municipal-angel-Gonzalez-(Latina),,sí,,Metro: Campamento (línea 5),,,,Metro: Campamento (línea 5),Campamento,5,,,,"Accesible
Bucle de inducción magnético",GRANJA DE TORREHERMOSA,1,MADRID,MADRID,28024,ALUCHE,LATINA,40.397074625115906,-3.7664885474841556,915123542,bpangelgonzalez@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Pedro Salinas (Centro),Biblioteca-Publica-Pedro-Salinas-(Centro),,sí,,Metro: Puerta Toledo (línea 5)  Cercanías: Embajadores (C5),Cercanías: Embajadores (C5),C-5,: Embajadores,Metro: Puerta Toledo (línea 5),Puerta Toledo,5,,,,Accesible,PUERTA DE TOLEDO,1,MADRID,MADRID,28005,EMBAJADORES,CENTRO,40.407095978373384,-3.7110439355238602,913665407,bib.centro@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Rafael Alberti (Fuencarral - El Pardo),Biblioteca-Publica-Rafael-Alberti-(Fuencarral---El-Pardo),,sí,,"Cercanías Renfe: Ramón y Cajal (líneas C3, C7, C8 y Regional)","Renfe: Ramón y Cajal (líneas C3, C7, C8 y Regional)","C-3
C-7
C-8",Ramón y Cajal,,,,,,,Accesible,SANGENJO,38,MADRID,MADRID,28034,LA PAZ,FUENCARRAL-EL PARDO,40.48785071405995,-3.6985735344788924,917319552,bib.fuencarral@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
Biblioteca Pública Ruiz Egea (Chamberí),Biblioteca-Publica-Ruiz-Egea-(Chamberi),,no especifica,,"Metro: Cuatro Caminos (líneas 1, 2 y 6)",,,,"Metro: Cuatro Caminos (líneas 1, 2 y 6)",Cuatro Caminos,"1
2
6",,,,Accesible,RAIMUNDO FERNANDEZ VILLAVERDE,6,MADRID,MADRID,28003,RIOS ROSAS,CHAMBERI,40.44660265004691,-3.702878714068386,915349029,bib.ruizegea@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas,BibliotecasPublicas
